dataset,set_no,archive,member,timestamp,index_in_set,size_bytes,sampling_rate_hz,points_per_file,channels,terminal_failure_description,per_file_label_status
IMS,1,1st_test.rar,1st_test/2003.10.22.12.59.13,2003-10-22 12:59:13,11,1148462,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.13.04.13,2003-10-22 13:04:13,12,1149504,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.13.09.13,2003-10-22 13:09:13,13,1149537,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.13.14.13,2003-10-22 13:14:13,14,1149289,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.13.19.13,2003-10-22 13:19:13,15,1148450,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.13.24.13,2003-10-22 13:24:13,16,1149161,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.13.29.13,2003-10-22 13:29:13,17,1149246,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.13.34.13,2003-10-22 13:34:13,18,1148857,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.13.39.13,2003-10-22 13:39:13,19,1141836,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.13.44.13,2003-10-22 13:44:13,20,1148988,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.13.49.13,2003-10-22 13:49:13,21,1148528,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.13.54.13,2003-10-22 13:54:13,22,1148610,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.13.59.13,2003-10-22 13:59:13,23,1149281,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.14.04.13,2003-10-22 14:04:13,24,1149167,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.14.09.13,2003-10-22 14:09:13,25,1148660,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.14.14.13,2003-10-22 14:14:13,26,1148914,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.14.19.13,2003-10-22 14:19:13,27,1148966,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.14.24.13,2003-10-22 14:24:13,28,1148680,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.14.29.13,2003-10-22 14:29:13,29,1148918,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.14.34.13,2003-10-22 14:34:13,30,1149008,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.14.39.13,2003-10-22 14:39:13,31,1149028,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.14.44.13,2003-10-22 14:44:13,32,1148588,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.14.49.13,2003-10-22 14:49:13,33,1149238,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.14.54.13,2003-10-22 14:54:13,34,1149076,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.14.59.13,2003-10-22 14:59:13,35,1149303,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.15.04.13,2003-10-22 15:04:13,36,1147219,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.15.09.13,2003-10-22 15:09:13,37,1148789,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.15.14.13,2003-10-22 15:14:13,38,1148878,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.15.19.13,2003-10-22 15:19:13,39,1148744,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.15.24.13,2003-10-22 15:24:13,40,1149314,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.15.29.13,2003-10-22 15:29:13,41,1144923,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.15.37.48,2003-10-22 15:37:48,42,1148568,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.15.44.13,2003-10-22 15:44:13,43,1149333,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.15.54.13,2003-10-22 15:54:13,44,1149078,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.16.04.13,2003-10-22 16:04:13,45,1149576,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.16.14.13,2003-10-22 16:14:13,46,1149095,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.16.24.13,2003-10-22 16:24:13,47,1148653,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.16.34.13,2003-10-22 16:34:13,48,1148787,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.16.44.13,2003-10-22 16:44:13,49,1149012,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.16.54.13,2003-10-22 16:54:13,50,1148270,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.17.04.13,2003-10-22 17:04:13,51,1147966,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.17.14.13,2003-10-22 17:14:13,52,1148455,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.17.19.38,2003-10-22 17:19:38,53,1148309,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.17.24.13,2003-10-22 17:24:13,54,1148398,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.17.34.13,2003-10-22 17:34:13,55,1148094,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.17.44.13,2003-10-22 17:44:13,56,1148675,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.17.54.13,2003-10-22 17:54:13,57,1148921,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.18.04.13,2003-10-22 18:04:13,58,1149017,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.18.14.13,2003-10-22 18:14:13,59,1148937,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.18.24.13,2003-10-22 18:24:13,60,1148175,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.18.34.13,2003-10-22 18:34:13,61,1148744,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.18.44.13,2003-10-22 18:44:13,62,1148692,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.18.54.13,2003-10-22 18:54:13,63,1148438,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.19.04.13,2003-10-22 19:04:13,64,1147671,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.19.14.13,2003-10-22 19:14:13,65,1147342,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.19.24.13,2003-10-22 19:24:13,66,1147742,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.19.34.13,2003-10-22 19:34:13,67,1147369,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.19.44.13,2003-10-22 19:44:13,68,1147877,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.19.54.13,2003-10-22 19:54:13,69,1147760,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.20.04.13,2003-10-22 20:04:13,70,1147332,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.20.14.13,2003-10-22 20:14:13,71,1148078,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.20.24.13,2003-10-22 20:24:13,72,1147842,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.20.34.13,2003-10-22 20:34:13,73,1147546,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.20.44.13,2003-10-22 20:44:13,74,1147966,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.20.54.13,2003-10-22 20:54:13,75,1147555,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.21.04.13,2003-10-22 21:04:13,76,1147917,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.21.14.13,2003-10-22 21:14:13,77,1147520,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.21.24.13,2003-10-22 21:24:13,78,1147793,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.21.34.13,2003-10-22 21:34:13,79,1147418,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.21.44.13,2003-10-22 21:44:13,80,1147196,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.21.54.13,2003-10-22 21:54:13,81,1147947,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.22.04.13,2003-10-22 22:04:13,82,1147056,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.22.14.13,2003-10-22 22:14:13,83,1147537,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.22.24.13,2003-10-22 22:24:13,84,1147556,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.22.34.13,2003-10-22 22:34:13,85,1147826,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.22.44.13,2003-10-22 22:44:13,86,1147416,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.22.54.13,2003-10-22 22:54:13,87,1147961,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.23.04.13,2003-10-22 23:04:13,88,1147700,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.23.14.13,2003-10-22 23:14:13,89,1147691,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.23.24.13,2003-10-22 23:24:13,90,1147787,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.23.34.13,2003-10-22 23:34:13,91,1147661,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.23.44.13,2003-10-22 23:44:13,92,1147419,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.22.23.54.13,2003-10-22 23:54:13,93,1147439,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.00.04.13,2003-10-23 00:04:13,94,1147287,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.00.14.13,2003-10-23 00:14:13,95,1148079,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.00.24.13,2003-10-23 00:24:13,96,1147869,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.00.34.13,2003-10-23 00:34:13,97,1147721,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.00.44.13,2003-10-23 00:44:13,98,1147070,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.00.54.13,2003-10-23 00:54:13,99,1146826,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.01.04.13,2003-10-23 01:04:13,100,1147160,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.01.14.13,2003-10-23 01:14:13,101,1148014,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.01.24.13,2003-10-23 01:24:13,102,1147506,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.01.34.13,2003-10-23 01:34:13,103,1147640,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.01.44.13,2003-10-23 01:44:13,104,1147392,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.01.54.13,2003-10-23 01:54:13,105,1147407,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.02.04.13,2003-10-23 02:04:13,106,1147757,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.02.14.13,2003-10-23 02:14:13,107,1147334,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.02.24.13,2003-10-23 02:24:13,108,1146639,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.02.34.13,2003-10-23 02:34:13,109,1147261,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.02.44.13,2003-10-23 02:44:13,110,1147796,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.02.54.13,2003-10-23 02:54:13,111,1147826,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.03.04.13,2003-10-23 03:04:13,112,1147694,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.03.14.13,2003-10-23 03:14:13,113,1147874,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.03.24.13,2003-10-23 03:24:13,114,1147772,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.03.34.13,2003-10-23 03:34:13,115,1147678,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.03.44.13,2003-10-23 03:44:13,116,1147677,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.03.54.13,2003-10-23 03:54:13,117,1147644,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.04.04.13,2003-10-23 04:04:13,118,1148056,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.04.14.13,2003-10-23 04:14:13,119,1147879,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.04.24.13,2003-10-23 04:24:13,120,1147882,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.04.34.13,2003-10-23 04:34:13,121,1147976,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.04.44.13,2003-10-23 04:44:13,122,1147733,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.04.54.13,2003-10-23 04:54:13,123,1147957,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.05.04.13,2003-10-23 05:04:13,124,1148142,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.05.14.13,2003-10-23 05:14:13,125,1147829,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.05.24.13,2003-10-23 05:24:13,126,1148067,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.05.34.13,2003-10-23 05:34:13,127,1148084,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.05.44.13,2003-10-23 05:44:13,128,1147573,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.10.23.05.54.13,2003-10-23 05:54:13,129,1147825,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
