member,code,label,class_name,damage_location,severity_um,speed_hz,load_mv,load_n_measured,nominal_load_n,replicate,sampling_rate_hz,samples_per_file,channels,window,hop,windows,rms_all_channels
VariableSpeedAndLoad/C2A_100_701_1.mat,2A,2,IR250,inner_ring,250,100,701,1404.809619238477,1400,1,51200,512000,6,4096,4096,125,7.356683731079102
VariableSpeedAndLoad/C2A_100_901_1.mat,2A,2,IR250,inner_ring,250,100,901,1805.6112224448898,1800,1,51200,512000,6,4096,4096,125,7.777278423309326
VariableSpeedAndLoad/C2A_200_000_1.mat,2A,2,IR250,inner_ring,250,200,0,0.0,0,1,51200,512000,6,4096,4096,125,4.395412445068359
VariableSpeedAndLoad/C2A_200_506_1.mat,2A,2,IR250,inner_ring,250,200,506,1014.0280561122245,1000,1,51200,512000,6,4096,4096,125,11.918715476989746
VariableSpeedAndLoad/C2A_200_701_1.mat,2A,2,IR250,inner_ring,250,200,701,1404.809619238477,1400,1,51200,512000,6,4096,4096,125,13.367315292358398
VariableSpeedAndLoad/C2A_200_901_1.mat,2A,2,IR250,inner_ring,250,200,901,1805.6112224448898,1800,1,51200,512000,6,4096,4096,125,14.645465850830078
VariableSpeedAndLoad/C2A_300_000_1.mat,2A,2,IR250,inner_ring,250,300,0,0.0,0,1,51200,512000,6,4096,4096,125,10.671502113342285
VariableSpeedAndLoad/C2A_300_506_1.mat,2A,2,IR250,inner_ring,250,300,506,1014.0280561122245,1000,1,51200,512000,6,4096,4096,125,27.15785789489746
VariableSpeedAndLoad/C2A_300_701_1.mat,2A,2,IR250,inner_ring,250,300,701,1404.809619238477,1400,1,51200,512000,6,4096,4096,125,28.689403533935547
VariableSpeedAndLoad/C2A_300_901_1.mat,2A,2,IR250,inner_ring,250,300,901,1805.6112224448898,1800,1,51200,512000,6,4096,4096,125,28.957616806030273
VariableSpeedAndLoad/C2A_400_000_1.mat,2A,2,IR250,inner_ring,250,400,0,0.0,0,1,51200,512000,6,4096,4096,125,15.140595436096191
VariableSpeedAndLoad/C2A_400_506_1.mat,2A,2,IR250,inner_ring,250,400,506,1014.0280561122245,1000,1,51200,512000,6,4096,4096,125,57.90031051635742
VariableSpeedAndLoad/C2A_400_701_1.mat,2A,2,IR250,inner_ring,250,400,701,1404.809619238477,1400,1,51200,512000,6,4096,4096,125,57.482234954833984
VariableSpeedAndLoad/C2A_500_000_1.mat,2A,2,IR250,inner_ring,250,500,0,0.0,0,1,51200,512000,6,4096,4096,125,25.955638885498047
VariableSpeedAndLoad/C2A_500_506_1.mat,2A,2,IR250,inner_ring,250,500,506,1014.0280561122245,1000,1,51200,512000,6,4096,4096,125,69.48031616210938
VariableSpeedAndLoad/C3A_100_000_1.mat,3A,3,IR150,inner_ring,150,100,0,0.0,0,1,51200,512000,6,4096,4096,125,6.983739376068115
VariableSpeedAndLoad/C3A_100_505_1.mat,3A,3,IR150,inner_ring,150,100,505,1012.0240480961924,1000,1,51200,512000,6,4096,4096,125,8.041359901428223
VariableSpeedAndLoad/C3A_100_699_1.mat,3A,3,IR150,inner_ring,150,100,699,1400.801603206413,1400,1,51200,512000,6,4096,4096,125,8.313777923583984
VariableSpeedAndLoad/C3A_100_906_1.mat,3A,3,IR150,inner_ring,150,100,906,1815.63126252505,1800,1,51200,512000,6,4096,4096,125,8.206748962402344
VariableSpeedAndLoad/C3A_200_000_1.mat,3A,3,IR150,inner_ring,150,200,0,0.0,0,1,51200,512000,6,4096,4096,125,8.030914306640625
VariableSpeedAndLoad/C3A_200_505_1.mat,3A,3,IR150,inner_ring,150,200,505,1012.0240480961924,1000,1,51200,512000,6,4096,4096,125,10.988333702087402
VariableSpeedAndLoad/C3A_200_699_1.mat,3A,3,IR150,inner_ring,150,200,699,1400.801603206413,1400,1,51200,512000,6,4096,4096,125,11.613229751586914
VariableSpeedAndLoad/C3A_200_906_1.mat,3A,3,IR150,inner_ring,150,200,906,1815.63126252505,1800,1,51200,512000,6,4096,4096,125,12.24093246459961
VariableSpeedAndLoad/C3A_300_000_1.mat,3A,3,IR150,inner_ring,150,300,0,0.0,0,1,51200,512000,6,4096,4096,125,10.457601547241211
VariableSpeedAndLoad/C3A_300_505_1.mat,3A,3,IR150,inner_ring,150,300,505,1012.0240480961924,1000,1,51200,512000,6,4096,4096,125,21.705289840698242
VariableSpeedAndLoad/C3A_300_699_1.mat,3A,3,IR150,inner_ring,150,300,699,1400.801603206413,1400,1,51200,512000,6,4096,4096,125,24.47736930847168
VariableSpeedAndLoad/C3A_300_906_1.mat,3A,3,IR150,inner_ring,150,300,906,1815.63126252505,1800,1,51200,512000,6,4096,4096,125,22.518739700317383
VariableSpeedAndLoad/C3A_400_000_1.mat,3A,3,IR150,inner_ring,150,400,0,0.0,0,1,51200,512000,6,4096,4096,125,15.19505786895752
VariableSpeedAndLoad/C3A_400_505_1.mat,3A,3,IR150,inner_ring,150,400,505,1012.0240480961924,1000,1,51200,512000,6,4096,4096,125,40.031307220458984
VariableSpeedAndLoad/C3A_400_699_1.mat,3A,3,IR150,inner_ring,150,400,699,1400.801603206413,1400,1,51200,512000,6,4096,4096,125,44.054161071777344
VariableSpeedAndLoad/C3A_500_000_1.mat,3A,3,IR150,inner_ring,150,500,0,0.0,0,1,51200,512000,6,4096,4096,125,31.68071937561035
VariableSpeedAndLoad/C3A_500_505_1.mat,3A,3,IR150,inner_ring,150,500,505,1012.0240480961924,1000,1,51200,512000,6,4096,4096,125,56.06147766113281
VariableSpeedAndLoad/C4A_100_000_1.mat,4A,4,roller450,roller,450,100,0,0.0,0,1,51200,512000,6,4096,4096,125,3.176079034805298
VariableSpeedAndLoad/C4A_100_496_1.mat,4A,4,roller450,roller,450,100,496,993.9879759519038,1000,1,51200,512000,6,4096,4096,125,10.280105590820312
VariableSpeedAndLoad/C4A_100_702_1.mat,4A,4,roller450,roller,450,100,702,1406.8136272545091,1400,1,51200,512000,6,4096,4096,125,9.617288589477539
VariableSpeedAndLoad/C4A_100_895_1.mat,4A,4,roller450,roller,450,100,895,1793.5871743486973,1800,1,51200,512000,6,4096,4096,125,10.053462982177734
VariableSpeedAndLoad/C4A_200_000_1.mat,4A,4,roller450,roller,450,200,0,0.0,0,1,51200,512000,6,4096,4096,125,6.041717529296875
VariableSpeedAndLoad/C4A_200_496_1.mat,4A,4,roller450,roller,450,200,496,993.9879759519038,1000,1,51200,512000,6,4096,4096,125,22.247419357299805
VariableSpeedAndLoad/C4A_200_702_1.mat,4A,4,roller450,roller,450,200,702,1406.8136272545091,1400,1,51200,512000,6,4096,4096,125,24.5833797454834
VariableSpeedAndLoad/C4A_200_895_1.mat,4A,4,roller450,roller,450,200,895,1793.5871743486973,1800,1,51200,512000,6,4096,4096,125,25.05097007751465
VariableSpeedAndLoad/C4A_300_000_1.mat,4A,4,roller450,roller,450,300,0,0.0,0,1,51200,512000,6,4096,4096,125,9.173054695129395
VariableSpeedAndLoad/C4A_300_496_1.mat,4A,4,roller450,roller,450,300,496,993.9879759519038,1000,1,51200,512000,6,4096,4096,125,51.228946685791016
VariableSpeedAndLoad/C4A_300_702_1.mat,4A,4,roller450,roller,450,300,702,1406.8136272545091,1400,1,51200,512000,6,4096,4096,125,53.281280517578125
VariableSpeedAndLoad/C4A_300_895_1.mat,4A,4,roller450,roller,450,300,895,1793.5871743486973,1800,1,51200,512000,6,4096,4096,125,45.0991325378418
VariableSpeedAndLoad/C4A_400_000_1.mat,4A,4,roller450,roller,450,400,0,0.0,0,1,51200,512000,6,4096,4096,125,10.723518371582031
VariableSpeedAndLoad/C4A_400_496_1.mat,4A,4,roller450,roller,450,400,496,993.9879759519038,1000,1,51200,512000,6,4096,4096,125,82.56881713867188
VariableSpeedAndLoad/C4A_400_702_1.mat,4A,4,roller450,roller,450,400,702,1406.8136272545091,1400,1,51200,512000,6,4096,4096,125,78.89177703857422
VariableSpeedAndLoad/C4A_500_000_1.mat,4A,4,roller450,roller,450,500,0,0.0,0,1,51200,512000,6,4096,4096,125,15.714583396911621
VariableSpeedAndLoad/C4A_500_496_1.mat,4A,4,roller450,roller,450,500,496,993.9879759519038,1000,1,51200,512000,6,4096,4096,125,131.97752380371094
VariableSpeedAndLoad/C5A_100_000_1.mat,5A,5,roller250,roller,250,100,0,0.0,0,1,51200,512000,6,4096,4096,125,5.007483959197998
VariableSpeedAndLoad/C5A_100_498_1.mat,5A,5,roller250,roller,250,100,498,997.9959919839679,1000,1,51200,512000,6,4096,4096,125,7.597239971160889
VariableSpeedAndLoad/C5A_100_700_1.mat,5A,5,roller250,roller,250,100,700,1402.805611222445,1400,1,51200,512000,6,4096,4096,125,7.898437023162842
VariableSpeedAndLoad/C5A_100_900_1.mat,5A,5,roller250,roller,250,100,900,1803.6072144288578,1800,1,51200,512000,6,4096,4096,125,8.62342643737793
VariableSpeedAndLoad/C5A_200_000_1.mat,5A,5,roller250,roller,250,200,0,0.0,0,1,51200,512000,6,4096,4096,125,5.5428643226623535
VariableSpeedAndLoad/C5A_200_498_1.mat,5A,5,roller250,roller,250,200,498,997.9959919839679,1000,1,51200,512000,6,4096,4096,125,12.02251148223877
VariableSpeedAndLoad/C5A_200_700_1.mat,5A,5,roller250,roller,250,200,700,1402.805611222445,1400,1,51200,512000,6,4096,4096,125,12.687633514404297
VariableSpeedAndLoad/C5A_200_900_1.mat,5A,5,roller250,roller,250,200,900,1803.6072144288578,1800,1,51200,512000,6,4096,4096,125,13.976210594177246
VariableSpeedAndLoad/C5A_300_000_1.mat,5A,5,roller250,roller,250,300,0,0.0,0,1,51200,512000,6,4096,4096,125,7.054487228393555
VariableSpeedAndLoad/C5A_300_498_1.mat,5A,5,roller250,roller,250,300,498,997.9959919839679,1000,1,51200,512000,6,4096,4096,125,23.511661529541016
VariableSpeedAndLoad/C5A_300_700_1.mat,5A,5,roller250,roller,250,300,700,1402.805611222445,1400,1,51200,512000,6,4096,4096,125,23.01143455505371
VariableSpeedAndLoad/C5A_300_900_1.mat,5A,5,roller250,roller,250,300,900,1803.6072144288578,1800,1,51200,512000,6,4096,4096,125,23.37746810913086
VariableSpeedAndLoad/C5A_400_000_1.mat,5A,5,roller250,roller,250,400,0,0.0,0,1,51200,512000,6,4096,4096,125,10.281270027160645
VariableSpeedAndLoad/C5A_400_498_1.mat,5A,5,roller250,roller,250,400,498,997.9959919839679,1000,1,51200,512000,6,4096,4096,125,46.540103912353516
VariableSpeedAndLoad/C5A_400_700_1.mat,5A,5,roller250,roller,250,400,700,1402.805611222445,1400,1,51200,512000,6,4096,4096,125,49.68355941772461
VariableSpeedAndLoad/C5A_500_000_1.mat,5A,5,roller250,roller,250,500,0,0.0,0,1,51200,512000,6,4096,4096,125,14.53381633758545
VariableSpeedAndLoad/C5A_500_498_1.mat,5A,5,roller250,roller,250,500,498,997.9959919839679,1000,1,51200,512000,6,4096,4096,125,63.60234069824219
VariableSpeedAndLoad/C6A_100_000_1.mat,6A,6,roller150,roller,150,100,0,0.0,0,1,51200,512000,6,4096,4096,125,4.880641937255859
VariableSpeedAndLoad/C6A_100_500_1.mat,6A,6,roller150,roller,150,100,500,1002.0040080160321,1000,1,51200,512000,6,4096,4096,125,7.517395496368408
VariableSpeedAndLoad/C6A_100_705_1.mat,6A,6,roller150,roller,150,100,705,1412.8256513026051,1400,1,51200,512000,6,4096,4096,125,8.46817398071289
VariableSpeedAndLoad/C6A_100_909_1.mat,6A,6,roller150,roller,150,100,909,1821.6432865731463,1800,1,51200,512000,6,4096,4096,125,8.725990295410156
VariableSpeedAndLoad/C6A_200_000_1.mat,6A,6,roller150,roller,150,200,0,0.0,0,1,51200,512000,6,4096,4096,125,5.406209468841553
VariableSpeedAndLoad/C6A_200_500_1.mat,6A,6,roller150,roller,150,200,500,1002.0040080160321,1000,1,51200,512000,6,4096,4096,125,16.512542724609375
VariableSpeedAndLoad/C6A_200_705_1.mat,6A,6,roller150,roller,150,200,705,1412.8256513026051,1400,1,51200,512000,6,4096,4096,125,21.891155242919922
VariableSpeedAndLoad/C6A_200_909_1.mat,6A,6,roller150,roller,150,200,909,1821.6432865731463,1800,1,51200,512000,6,4096,4096,125,24.599002838134766
VariableSpeedAndLoad/C6A_300_000_1.mat,6A,6,roller150,roller,150,300,0,0.0,0,1,51200,512000,6,4096,4096,125,8.36701488494873
VariableSpeedAndLoad/C6A_300_500_1.mat,6A,6,roller150,roller,150,300,500,1002.0040080160321,1000,1,51200,512000,6,4096,4096,125,30.056739807128906
VariableSpeedAndLoad/C6A_300_705_1.mat,6A,6,roller150,roller,150,300,705,1412.8256513026051,1400,1,51200,512000,6,4096,4096,125,34.34153747558594
VariableSpeedAndLoad/C6A_300_909_1.mat,6A,6,roller150,roller,150,300,909,1821.6432865731463,1800,1,51200,512000,6,4096,4096,125,30.714645385742188
VariableSpeedAndLoad/C6A_400_000_1.mat,6A,6,roller150,roller,150,400,0,0.0,0,1,51200,512000,6,4096,4096,125,10.384788513183594
VariableSpeedAndLoad/C6A_400_500_1.mat,6A,6,roller150,roller,150,400,500,1002.0040080160321,1000,1,51200,512000,6,4096,4096,125,46.3517951965332
VariableSpeedAndLoad/C6A_400_705_1.mat,6A,6,roller150,roller,150,400,705,1412.8256513026051,1400,1,51200,512000,6,4096,4096,125,51.92552947998047
VariableSpeedAndLoad/C6A_500_000_1.mat,6A,6,roller150,roller,150,500,0,0.0,0,1,51200,512000,6,4096,4096,125,17.44426155090332
VariableSpeedAndLoad/C6A_500_500_1.mat,6A,6,roller150,roller,150,500,500,1002.0040080160321,1000,1,51200,512000,6,4096,4096,125,64.24475860595703
