class,source,metric,rank,value,ecdf,n_windows,reference_split
healthy,real,RMS,137,0.04503171660345352,0.11416666666666667,1200,PU outer-training only
healthy,real,RMS,138,0.04505405362237692,0.115,1200,PU outer-training only
healthy,real,RMS,139,0.04505425193766413,0.11583333333333333,1200,PU outer-training only
healthy,real,RMS,140,0.04505647274022981,0.11666666666666667,1200,PU outer-training only
healthy,real,RMS,141,0.04506105753262004,0.1175,1200,PU outer-training only
healthy,real,RMS,142,0.045061738513100386,0.11833333333333333,1200,PU outer-training only
healthy,real,RMS,143,0.04506240414837061,0.11916666666666667,1200,PU outer-training only
healthy,real,RMS,144,0.045064618748371824,0.12,1200,PU outer-training only
healthy,real,RMS,145,0.04506648935982821,0.12083333333333333,1200,PU outer-training only
healthy,real,RMS,146,0.0450769926335996,0.12166666666666667,1200,PU outer-training only
healthy,real,RMS,147,0.045104071070649995,0.1225,1200,PU outer-training only
healthy,real,RMS,148,0.04511084811201953,0.12333333333333334,1200,PU outer-training only
healthy,real,RMS,149,0.045127049679499445,0.12416666666666666,1200,PU outer-training only
healthy,real,RMS,150,0.04513102918525693,0.125,1200,PU outer-training only
healthy,real,RMS,151,0.04513961435587855,0.12583333333333332,1200,PU outer-training only
healthy,real,RMS,152,0.0451602002250712,0.12666666666666668,1200,PU outer-training only
healthy,real,RMS,153,0.04516341536362795,0.1275,1200,PU outer-training only
healthy,real,RMS,154,0.04517738036839689,0.12833333333333333,1200,PU outer-training only
healthy,real,RMS,155,0.04519325948173894,0.12916666666666668,1200,PU outer-training only
healthy,real,RMS,156,0.04521352653576809,0.13,1200,PU outer-training only
healthy,real,RMS,157,0.04521370236183399,0.13083333333333333,1200,PU outer-training only
healthy,real,RMS,158,0.045226631998390714,0.13166666666666665,1200,PU outer-training only
healthy,real,RMS,159,0.04524095770023061,0.1325,1200,PU outer-training only
healthy,real,RMS,160,0.04524436665061526,0.13333333333333333,1200,PU outer-training only
healthy,real,RMS,161,0.045284663728365794,0.13416666666666666,1200,PU outer-training only
healthy,real,RMS,162,0.04529619404859899,0.135,1200,PU outer-training only
healthy,real,RMS,163,0.045312601364360786,0.13583333333333333,1200,PU outer-training only
healthy,real,RMS,164,0.04535589612630374,0.13666666666666666,1200,PU outer-training only
healthy,real,RMS,165,0.04535819496997283,0.1375,1200,PU outer-training only
healthy,real,RMS,166,0.04535830420654686,0.13833333333333334,1200,PU outer-training only
healthy,real,RMS,167,0.04535902764457015,0.13916666666666666,1200,PU outer-training only
healthy,real,RMS,168,0.04536296000002685,0.14,1200,PU outer-training only
healthy,real,RMS,169,0.04536594378992481,0.14083333333333334,1200,PU outer-training only
healthy,real,RMS,170,0.0453781252408181,0.14166666666666666,1200,PU outer-training only
healthy,real,RMS,171,0.04538710328899347,0.1425,1200,PU outer-training only
healthy,real,RMS,172,0.045388294683050515,0.14333333333333334,1200,PU outer-training only
healthy,real,RMS,173,0.04539581065507774,0.14416666666666667,1200,PU outer-training only
healthy,real,RMS,174,0.04540306486580135,0.145,1200,PU outer-training only
healthy,real,RMS,175,0.04541080445665392,0.14583333333333334,1200,PU outer-training only
healthy,real,RMS,176,0.045422096825961884,0.14666666666666667,1200,PU outer-training only
healthy,real,RMS,177,0.04543618457347888,0.1475,1200,PU outer-training only
healthy,real,RMS,178,0.04543806707756619,0.14833333333333334,1200,PU outer-training only
healthy,real,RMS,179,0.045477373444412716,0.14916666666666667,1200,PU outer-training only
healthy,real,RMS,180,0.04551541109018562,0.15,1200,PU outer-training only
healthy,real,RMS,181,0.04553944039423221,0.15083333333333335,1200,PU outer-training only
healthy,real,RMS,182,0.04554341087299491,0.15166666666666667,1200,PU outer-training only
healthy,real,RMS,183,0.045555516740146476,0.1525,1200,PU outer-training only
healthy,real,RMS,184,0.045575545270646015,0.15333333333333332,1200,PU outer-training only
healthy,real,RMS,185,0.04558372911969866,0.15416666666666667,1200,PU outer-training only
healthy,real,RMS,186,0.045611500329877236,0.155,1200,PU outer-training only
healthy,real,RMS,187,0.04562611049136398,0.15583333333333332,1200,PU outer-training only
healthy,real,RMS,188,0.04563182014307983,0.15666666666666668,1200,PU outer-training only
healthy,real,RMS,189,0.04565961213051734,0.1575,1200,PU outer-training only
healthy,real,RMS,190,0.045666918757490356,0.15833333333333333,1200,PU outer-training only
healthy,real,RMS,191,0.04568755911666477,0.15916666666666668,1200,PU outer-training only
healthy,real,RMS,192,0.045698663653302427,0.16,1200,PU outer-training only
healthy,real,RMS,193,0.0457024144412144,0.16083333333333333,1200,PU outer-training only
healthy,real,RMS,194,0.04571909924919183,0.16166666666666665,1200,PU outer-training only
healthy,real,RMS,195,0.045747637831761286,0.1625,1200,PU outer-training only
healthy,real,RMS,196,0.045754228626848,0.16333333333333333,1200,PU outer-training only
healthy,real,RMS,197,0.045757815713193095,0.16416666666666666,1200,PU outer-training only
healthy,real,RMS,198,0.0457784540021374,0.165,1200,PU outer-training only
healthy,real,RMS,199,0.0458050738630235,0.16583333333333333,1200,PU outer-training only
healthy,real,RMS,200,0.04581658910201946,0.16666666666666666,1200,PU outer-training only
healthy,real,RMS,201,0.04583927330992131,0.1675,1200,PU outer-training only
healthy,real,RMS,202,0.045854991486342506,0.16833333333333333,1200,PU outer-training only
healthy,real,RMS,203,0.04585677569109186,0.16916666666666666,1200,PU outer-training only
healthy,real,RMS,204,0.045861862146379016,0.17,1200,PU outer-training only
healthy,real,RMS,205,0.04591166791209541,0.17083333333333334,1200,PU outer-training only
healthy,real,RMS,206,0.04594279423539775,0.17166666666666666,1200,PU outer-training only
healthy,real,RMS,207,0.04595431028653278,0.1725,1200,PU outer-training only
healthy,real,RMS,208,0.04597035898154294,0.17333333333333334,1200,PU outer-training only
healthy,real,RMS,209,0.045995766786529814,0.17416666666666666,1200,PU outer-training only
healthy,real,RMS,210,0.04601754720171151,0.175,1200,PU outer-training only
healthy,real,RMS,211,0.046035206250197754,0.17583333333333334,1200,PU outer-training only
healthy,real,RMS,212,0.04605091625340707,0.17666666666666667,1200,PU outer-training only
healthy,real,RMS,213,0.04607149412721971,0.1775,1200,PU outer-training only
healthy,real,RMS,214,0.046074700823640125,0.17833333333333334,1200,PU outer-training only
healthy,real,RMS,215,0.04614697667845099,0.17916666666666667,1200,PU outer-training only
healthy,real,RMS,216,0.046156089517946905,0.18,1200,PU outer-training only
healthy,real,RMS,217,0.04619662336048581,0.18083333333333335,1200,PU outer-training only
healthy,real,RMS,218,0.046211504323080715,0.18166666666666667,1200,PU outer-training only
healthy,real,RMS,219,0.046239533929453375,0.1825,1200,PU outer-training only
healthy,real,RMS,220,0.046251354609176676,0.18333333333333332,1200,PU outer-training only
healthy,real,RMS,221,0.04627872568277564,0.18416666666666667,1200,PU outer-training only
healthy,real,RMS,222,0.04632327612972963,0.185,1200,PU outer-training only
healthy,real,RMS,223,0.046350181854737445,0.18583333333333332,1200,PU outer-training only
healthy,real,RMS,224,0.046444067253288,0.18666666666666668,1200,PU outer-training only
healthy,real,RMS,225,0.04647040745631017,0.1875,1200,PU outer-training only
healthy,real,RMS,226,0.04649162108842835,0.18833333333333332,1200,PU outer-training only
healthy,real,RMS,227,0.04651722662072802,0.18916666666666668,1200,PU outer-training only
healthy,real,RMS,228,0.046565118190914495,0.19,1200,PU outer-training only
healthy,real,RMS,229,0.04660132730572887,0.19083333333333333,1200,PU outer-training only
healthy,real,RMS,230,0.04660802238095325,0.19166666666666668,1200,PU outer-training only
healthy,real,RMS,231,0.04661837642597115,0.1925,1200,PU outer-training only
healthy,real,RMS,232,0.04663860344680857,0.19333333333333333,1200,PU outer-training only
healthy,real,RMS,233,0.046659526902642384,0.19416666666666665,1200,PU outer-training only
healthy,real,RMS,234,0.04669749054683018,0.195,1200,PU outer-training only
healthy,real,RMS,235,0.046796886095205575,0.19583333333333333,1200,PU outer-training only
healthy,real,RMS,236,0.04687890781707163,0.19666666666666666,1200,PU outer-training only
healthy,real,RMS,237,0.04706018545874395,0.1975,1200,PU outer-training only
healthy,real,RMS,238,0.04711979816424079,0.19833333333333333,1200,PU outer-training only
healthy,real,RMS,239,0.0473372792901177,0.19916666666666666,1200,PU outer-training only
healthy,real,RMS,240,0.047619983114064644,0.2,1200,PU outer-training only
healthy,real,RMS,241,0.05234211062026353,0.20083333333333334,1200,PU outer-training only
healthy,real,RMS,242,0.052474305804991433,0.20166666666666666,1200,PU outer-training only
healthy,real,RMS,243,0.05276615860247501,0.2025,1200,PU outer-training only
healthy,real,RMS,244,0.05280928079640358,0.20333333333333334,1200,PU outer-training only
healthy,real,RMS,245,0.05286894483964049,0.20416666666666666,1200,PU outer-training only
healthy,real,RMS,246,0.0529053397236791,0.205,1200,PU outer-training only
healthy,real,RMS,247,0.05337202843049263,0.20583333333333334,1200,PU outer-training only
healthy,real,RMS,248,0.0533828602277502,0.20666666666666667,1200,PU outer-training only
healthy,real,RMS,249,0.05342397393853985,0.2075,1200,PU outer-training only
healthy,real,RMS,250,0.05345325560657419,0.20833333333333334,1200,PU outer-training only
healthy,real,RMS,251,0.05354541843914963,0.20916666666666667,1200,PU outer-training only
healthy,real,RMS,252,0.053561835846829615,0.21,1200,PU outer-training only
healthy,real,RMS,253,0.05372480574676293,0.21083333333333334,1200,PU outer-training only
healthy,real,RMS,254,0.05374820540790442,0.21166666666666667,1200,PU outer-training only
healthy,real,RMS,255,0.05378178980406512,0.2125,1200,PU outer-training only
healthy,real,RMS,256,0.05391555502716152,0.21333333333333335,1200,PU outer-training only
healthy,real,RMS,257,0.053938713328900864,0.21416666666666667,1200,PU outer-training only
healthy,real,RMS,258,0.053940635202846386,0.215,1200,PU outer-training only
healthy,real,RMS,259,0.05396113396066291,0.21583333333333332,1200,PU outer-training only
healthy,real,RMS,260,0.054022696537747,0.21666666666666667,1200,PU outer-training only
healthy,real,RMS,261,0.05403576574326322,0.2175,1200,PU outer-training only
healthy,real,RMS,262,0.05405201763464782,0.21833333333333332,1200,PU outer-training only
healthy,real,RMS,263,0.05405567385726872,0.21916666666666668,1200,PU outer-training only
healthy,real,RMS,264,0.054057817940427,0.22,1200,PU outer-training only
healthy,real,RMS,265,0.054086515551251164,0.22083333333333333,1200,PU outer-training only
healthy,real,RMS,266,0.054116906561377034,0.22166666666666668,1200,PU outer-training only
healthy,real,RMS,267,0.054243954285990076,0.2225,1200,PU outer-training only
healthy,real,RMS,268,0.05425065438170595,0.22333333333333333,1200,PU outer-training only
healthy,real,RMS,269,0.0542577664354463,0.22416666666666665,1200,PU outer-training only
healthy,real,RMS,270,0.054274620040224056,0.225,1200,PU outer-training only
healthy,real,RMS,271,0.05428513521329891,0.22583333333333333,1200,PU outer-training only
healthy,real,RMS,272,0.054309115429330986,0.22666666666666666,1200,PU outer-training only
healthy,real,RMS,273,0.0543145644280789,0.2275,1200,PU outer-training only
healthy,real,RMS,274,0.0543376646278939,0.22833333333333333,1200,PU outer-training only
healthy,real,RMS,275,0.05439454308195104,0.22916666666666666,1200,PU outer-training only
healthy,real,RMS,276,0.05440988748270027,0.23,1200,PU outer-training only
healthy,real,RMS,277,0.05445285413385333,0.23083333333333333,1200,PU outer-training only
healthy,real,RMS,278,0.054478647132667916,0.23166666666666666,1200,PU outer-training only
healthy,real,RMS,279,0.054499001858565474,0.2325,1200,PU outer-training only
healthy,real,RMS,280,0.054506052335701084,0.23333333333333334,1200,PU outer-training only
healthy,real,RMS,281,0.05451094080202205,0.23416666666666666,1200,PU outer-training only
healthy,real,RMS,282,0.05451136743678353,0.235,1200,PU outer-training only
healthy,real,RMS,283,0.0545216917015696,0.23583333333333334,1200,PU outer-training only
healthy,real,RMS,284,0.054541217511825175,0.23666666666666666,1200,PU outer-training only
healthy,real,RMS,285,0.05454538820508689,0.2375,1200,PU outer-training only
healthy,real,RMS,286,0.05456954935865472,0.23833333333333334,1200,PU outer-training only
healthy,real,RMS,287,0.05460842987009121,0.23916666666666667,1200,PU outer-training only
healthy,real,RMS,288,0.054660188670592635,0.24,1200,PU outer-training only
healthy,real,RMS,289,0.054671468991693846,0.24083333333333334,1200,PU outer-training only
healthy,real,RMS,290,0.05474939712473934,0.24166666666666667,1200,PU outer-training only
healthy,real,RMS,291,0.054785474137417356,0.2425,1200,PU outer-training only
healthy,real,RMS,292,0.054804313278488906,0.24333333333333335,1200,PU outer-training only
healthy,real,RMS,293,0.054809763154183906,0.24416666666666667,1200,PU outer-training only
healthy,real,RMS,294,0.0548627935442421,0.245,1200,PU outer-training only
healthy,real,RMS,295,0.05487735035058111,0.24583333333333332,1200,PU outer-training only
healthy,real,RMS,296,0.054892972104749166,0.24666666666666667,1200,PU outer-training only
healthy,real,RMS,297,0.05489644423623127,0.2475,1200,PU outer-training only
healthy,real,RMS,298,0.05503156107226154,0.24833333333333332,1200,PU outer-training only
healthy,real,RMS,299,0.05508078397911266,0.24916666666666668,1200,PU outer-training only
healthy,real,RMS,300,0.05508441195868421,0.25,1200,PU outer-training only
healthy,real,RMS,301,0.055102045916946805,0.25083333333333335,1200,PU outer-training only
healthy,real,RMS,302,0.055130389093001,0.25166666666666665,1200,PU outer-training only
healthy,real,RMS,303,0.055146751351584075,0.2525,1200,PU outer-training only
healthy,real,RMS,304,0.055182166339268465,0.25333333333333335,1200,PU outer-training only
healthy,real,RMS,305,0.055207396692307766,0.25416666666666665,1200,PU outer-training only
healthy,real,RMS,306,0.05522102351027527,0.255,1200,PU outer-training only
healthy,real,RMS,307,0.05522473939225118,0.25583333333333336,1200,PU outer-training only
healthy,real,RMS,308,0.05524061950658815,0.25666666666666665,1200,PU outer-training only
healthy,real,RMS,309,0.05524797899335871,0.2575,1200,PU outer-training only
healthy,real,RMS,310,0.05525233805796195,0.25833333333333336,1200,PU outer-training only
healthy,real,RMS,311,0.05525576091006985,0.25916666666666666,1200,PU outer-training only
healthy,real,RMS,312,0.05527319117232444,0.26,1200,PU outer-training only
healthy,real,RMS,313,0.055310908790470265,0.2608333333333333,1200,PU outer-training only
healthy,real,RMS,314,0.05533953324077387,0.26166666666666666,1200,PU outer-training only
healthy,real,RMS,315,0.0553428319782172,0.2625,1200,PU outer-training only
healthy,real,RMS,316,0.055343665046157654,0.2633333333333333,1200,PU outer-training only
healthy,real,RMS,317,0.05535416664300453,0.26416666666666666,1200,PU outer-training only
healthy,real,RMS,318,0.05536966200681154,0.265,1200,PU outer-training only
healthy,real,RMS,319,0.055371695176477,0.2658333333333333,1200,PU outer-training only
healthy,real,RMS,320,0.05537765297881899,0.26666666666666666,1200,PU outer-training only
healthy,real,RMS,321,0.05539396785842057,0.2675,1200,PU outer-training only
healthy,real,RMS,322,0.05540041208517792,0.2683333333333333,1200,PU outer-training only
healthy,real,RMS,323,0.05543174745888616,0.26916666666666667,1200,PU outer-training only
healthy,real,RMS,324,0.05544007799178098,0.27,1200,PU outer-training only
healthy,real,RMS,325,0.055452884318560915,0.2708333333333333,1200,PU outer-training only
healthy,real,RMS,326,0.05545499015327586,0.27166666666666667,1200,PU outer-training only
healthy,real,RMS,327,0.05545853703241387,0.2725,1200,PU outer-training only
healthy,real,RMS,328,0.055475732802748604,0.2733333333333333,1200,PU outer-training only
healthy,real,RMS,329,0.055480353627700936,0.27416666666666667,1200,PU outer-training only
healthy,real,RMS,330,0.05549874076148473,0.275,1200,PU outer-training only
healthy,real,RMS,331,0.05550536222129351,0.2758333333333333,1200,PU outer-training only
healthy,real,RMS,332,0.05550878516765788,0.27666666666666667,1200,PU outer-training only
healthy,real,RMS,333,0.05554257229024102,0.2775,1200,PU outer-training only
healthy,real,RMS,334,0.055543371229468654,0.2783333333333333,1200,PU outer-training only
healthy,real,RMS,335,0.05554669395104342,0.2791666666666667,1200,PU outer-training only
healthy,real,RMS,336,0.05557532722590482,0.28,1200,PU outer-training only
healthy,real,RMS,337,0.05557718159598562,0.2808333333333333,1200,PU outer-training only
healthy,real,RMS,338,0.055583872793459395,0.2816666666666667,1200,PU outer-training only
healthy,real,RMS,339,0.05558438472509693,0.2825,1200,PU outer-training only
healthy,real,RMS,340,0.05560160401367061,0.2833333333333333,1200,PU outer-training only
healthy,real,RMS,341,0.05560207750141089,0.2841666666666667,1200,PU outer-training only
healthy,real,RMS,342,0.05563904224531182,0.285,1200,PU outer-training only
healthy,real,RMS,343,0.055641824541721376,0.28583333333333333,1200,PU outer-training only
healthy,real,RMS,344,0.05564920930236201,0.2866666666666667,1200,PU outer-training only
healthy,real,RMS,345,0.05565837854369711,0.2875,1200,PU outer-training only
healthy,real,RMS,346,0.05567392236785325,0.28833333333333333,1200,PU outer-training only
healthy,real,RMS,347,0.055686444601104126,0.2891666666666667,1200,PU outer-training only
healthy,real,RMS,348,0.05568963808257119,0.29,1200,PU outer-training only
healthy,real,RMS,349,0.05569590015367716,0.29083333333333333,1200,PU outer-training only
healthy,real,RMS,350,0.05570152321428011,0.2916666666666667,1200,PU outer-training only
healthy,real,RMS,351,0.05572256521362098,0.2925,1200,PU outer-training only
healthy,real,RMS,352,0.05573076543739094,0.29333333333333333,1200,PU outer-training only
healthy,real,RMS,353,0.05576791578402159,0.2941666666666667,1200,PU outer-training only
