file_name,experiment_id,Insert,Edge,Repetition,insert_edge,WorkpieceMaterial,material,Lubrication,Vc,fz,ap,ae,VB,rounded_VB_level,label_scheme_A,label_scheme_B,label_scheme_C,signal_synced_path,signal_unsynced_path,filename_parse_ok
Insert1Edge1_Vc100.0_fz0.1_ap1.5_VB0.139_Rep1.mat,Insert1Edge1_Vc100.0_fz0.1_ap1.5_VB0.139_Rep1,1,1,1,Insert1_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,100.0,0.1,1.5,58.4,0.139,0.1,healthy,unlabeled,healthy,full_dataset/signals_synced/Insert1Edge1_Vc100.0_fz0.1_ap1.5_VB0.139_Rep1.mat,full_dataset/signals_unsynced/Insert1Edge1_Vc100.0_fz0.1_ap1.5_VB0.139_Rep1.mat,True
Insert1Edge1_Vc100.0_fz0.1_ap1.5_VB0.139_Rep2.mat,Insert1Edge1_Vc100.0_fz0.1_ap1.5_VB0.139_Rep2,1,1,2,Insert1_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,100.0,0.1,1.5,58.4,0.139,0.1,healthy,unlabeled,healthy,full_dataset/signals_synced/Insert1Edge1_Vc100.0_fz0.1_ap1.5_VB0.139_Rep2.mat,full_dataset/signals_unsynced/Insert1Edge1_Vc100.0_fz0.1_ap1.5_VB0.139_Rep2.mat,True
Insert1Edge1_Vc50.0_fz0.05_ap1.5_VB0.132_Rep1.mat,Insert1Edge1_Vc50.0_fz0.05_ap1.5_VB0.132_Rep1,1,1,1,Insert1_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,50.0,0.05,1.5,58.4,0.132,0.1,healthy,unlabeled,healthy,full_dataset/signals_synced/Insert1Edge1_Vc50.0_fz0.05_ap1.5_VB0.132_Rep1.mat,full_dataset/signals_unsynced/Insert1Edge1_Vc50.0_fz0.05_ap1.5_VB0.132_Rep1.mat,True
Insert1Edge1_Vc50.0_fz0.05_ap1.5_VB0.132_Rep2.mat,Insert1Edge1_Vc50.0_fz0.05_ap1.5_VB0.132_Rep2,1,1,2,Insert1_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,50.0,0.05,1.5,58.4,0.132,0.1,healthy,unlabeled,healthy,full_dataset/signals_synced/Insert1Edge1_Vc50.0_fz0.05_ap1.5_VB0.132_Rep2.mat,full_dataset/signals_unsynced/Insert1Edge1_Vc50.0_fz0.05_ap1.5_VB0.132_Rep2.mat,True
Insert1Edge1_Vc50.0_fz0.1_ap1.5_VB0.137_Rep1.mat,Insert1Edge1_Vc50.0_fz0.1_ap1.5_VB0.137_Rep1,1,1,1,Insert1_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,50.0,0.1,1.5,58.4,0.137,0.1,healthy,unlabeled,healthy,full_dataset/signals_synced/Insert1Edge1_Vc50.0_fz0.1_ap1.5_VB0.137_Rep1.mat,full_dataset/signals_unsynced/Insert1Edge1_Vc50.0_fz0.1_ap1.5_VB0.137_Rep1.mat,True
Insert1Edge1_Vc50.0_fz0.1_ap1.5_VB0.137_Rep2.mat,Insert1Edge1_Vc50.0_fz0.1_ap1.5_VB0.137_Rep2,1,1,2,Insert1_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,50.0,0.1,1.5,58.4,0.137,0.1,healthy,unlabeled,healthy,full_dataset/signals_synced/Insert1Edge1_Vc50.0_fz0.1_ap1.5_VB0.137_Rep2.mat,full_dataset/signals_unsynced/Insert1Edge1_Vc50.0_fz0.1_ap1.5_VB0.137_Rep2.mat,True
Insert2Edge1_Vc100.0_fz0.1_ap1.5_VB0.12_Rep1.mat,Insert2Edge1_Vc100.0_fz0.1_ap1.5_VB0.12_Rep1,2,1,1,Insert2_Edge1,CastIron.GG30,CastIron.GG30,Dry,100.0,0.1,1.5,58.4,0.12,0.1,healthy,unlabeled,healthy,full_dataset/signals_synced/Insert2Edge1_Vc100.0_fz0.1_ap1.5_VB0.12_Rep1.mat,full_dataset/signals_unsynced/Insert2Edge1_Vc100.0_fz0.1_ap1.5_VB0.12_Rep1.mat,True
Insert2Edge1_Vc100.0_fz0.1_ap1.5_VB0.12_Rep2.mat,Insert2Edge1_Vc100.0_fz0.1_ap1.5_VB0.12_Rep2,2,1,2,Insert2_Edge1,CastIron.GG30,CastIron.GG30,Dry,100.0,0.1,1.5,58.4,0.12,0.1,healthy,unlabeled,healthy,full_dataset/signals_synced/Insert2Edge1_Vc100.0_fz0.1_ap1.5_VB0.12_Rep2.mat,full_dataset/signals_unsynced/Insert2Edge1_Vc100.0_fz0.1_ap1.5_VB0.12_Rep2.mat,True
Insert2Edge1_Vc100.0_fz0.2_ap1.5_VB0.123_Rep1.mat,Insert2Edge1_Vc100.0_fz0.2_ap1.5_VB0.123_Rep1,2,1,1,Insert2_Edge1,CastIron.GG30,CastIron.GG30,Dry,100.0,0.2,1.5,58.4,0.123,0.1,healthy,unlabeled,healthy,full_dataset/signals_synced/Insert2Edge1_Vc100.0_fz0.2_ap1.5_VB0.123_Rep1.mat,full_dataset/signals_unsynced/Insert2Edge1_Vc100.0_fz0.2_ap1.5_VB0.123_Rep1.mat,True
Insert2Edge1_Vc100.0_fz0.2_ap1.5_VB0.123_Rep2.mat,Insert2Edge1_Vc100.0_fz0.2_ap1.5_VB0.123_Rep2,2,1,2,Insert2_Edge1,CastIron.GG30,CastIron.GG30,Dry,100.0,0.2,1.5,58.4,0.123,0.1,healthy,unlabeled,healthy,full_dataset/signals_synced/Insert2Edge1_Vc100.0_fz0.2_ap1.5_VB0.123_Rep2.mat,full_dataset/signals_unsynced/Insert2Edge1_Vc100.0_fz0.2_ap1.5_VB0.123_Rep2.mat,True
Insert2Edge1_Vc200.0_fz0.1_ap1.5_VB0.125_Rep1.mat,Insert2Edge1_Vc200.0_fz0.1_ap1.5_VB0.125_Rep1,2,1,1,Insert2_Edge1,CastIron.GG30,CastIron.GG30,Dry,200.0,0.1,1.5,58.4,0.125,0.1,healthy,unlabeled,healthy,full_dataset/signals_synced/Insert2Edge1_Vc200.0_fz0.1_ap1.5_VB0.125_Rep1.mat,full_dataset/signals_unsynced/Insert2Edge1_Vc200.0_fz0.1_ap1.5_VB0.125_Rep1.mat,True
Insert2Edge1_Vc200.0_fz0.1_ap1.5_VB0.125_Rep2.mat,Insert2Edge1_Vc200.0_fz0.1_ap1.5_VB0.125_Rep2,2,1,2,Insert2_Edge1,CastIron.GG30,CastIron.GG30,Dry,200.0,0.1,1.5,58.4,0.125,0.1,healthy,unlabeled,healthy,full_dataset/signals_synced/Insert2Edge1_Vc200.0_fz0.1_ap1.5_VB0.125_Rep2.mat,full_dataset/signals_unsynced/Insert2Edge1_Vc200.0_fz0.1_ap1.5_VB0.125_Rep2.mat,True
Insert2Edge1_Vc200.0_fz0.2_ap1.5_VB0.125_Rep1.mat,Insert2Edge1_Vc200.0_fz0.2_ap1.5_VB0.125_Rep1,2,1,1,Insert2_Edge1,CastIron.GG30,CastIron.GG30,Dry,200.0,0.2,1.5,58.4,0.125,0.1,healthy,unlabeled,healthy,full_dataset/signals_synced/Insert2Edge1_Vc200.0_fz0.2_ap1.5_VB0.125_Rep1.mat,full_dataset/signals_unsynced/Insert2Edge1_Vc200.0_fz0.2_ap1.5_VB0.125_Rep1.mat,True
Insert2Edge1_Vc200.0_fz0.2_ap1.5_VB0.125_Rep2.mat,Insert2Edge1_Vc200.0_fz0.2_ap1.5_VB0.125_Rep2,2,1,2,Insert2_Edge1,CastIron.GG30,CastIron.GG30,Dry,200.0,0.2,1.5,58.4,0.125,0.1,healthy,unlabeled,healthy,full_dataset/signals_synced/Insert2Edge1_Vc200.0_fz0.2_ap1.5_VB0.125_Rep2.mat,full_dataset/signals_unsynced/Insert2Edge1_Vc200.0_fz0.2_ap1.5_VB0.125_Rep2.mat,True
Insert3Edge1_Vc100.0_fz0.05_ap1.5_VB0.206_Rep1.mat,Insert3Edge1_Vc100.0_fz0.05_ap1.5_VB0.206_Rep1,3,1,1,Insert3_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,100.0,0.05,1.5,58.4,0.206,0.2,worn,worn,worn,full_dataset/signals_synced/Insert3Edge1_Vc100.0_fz0.05_ap1.5_VB0.206_Rep1.mat,full_dataset/signals_unsynced/Insert3Edge1_Vc100.0_fz0.05_ap1.5_VB0.206_Rep1.mat,True
Insert3Edge1_Vc100.0_fz0.05_ap1.5_VB0.206_Rep2.mat,Insert3Edge1_Vc100.0_fz0.05_ap1.5_VB0.206_Rep2,3,1,2,Insert3_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,100.0,0.05,1.5,58.4,0.206,0.2,worn,worn,worn,full_dataset/signals_synced/Insert3Edge1_Vc100.0_fz0.05_ap1.5_VB0.206_Rep2.mat,full_dataset/signals_unsynced/Insert3Edge1_Vc100.0_fz0.05_ap1.5_VB0.206_Rep2.mat,True
Insert3Edge1_Vc100.0_fz0.1_ap1.5_VB0.213_Rep1.mat,Insert3Edge1_Vc100.0_fz0.1_ap1.5_VB0.213_Rep1,3,1,1,Insert3_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,100.0,0.1,1.5,58.4,0.213,0.2,worn,worn,worn,full_dataset/signals_synced/Insert3Edge1_Vc100.0_fz0.1_ap1.5_VB0.213_Rep1.mat,full_dataset/signals_unsynced/Insert3Edge1_Vc100.0_fz0.1_ap1.5_VB0.213_Rep1.mat,True
Insert3Edge1_Vc100.0_fz0.1_ap1.5_VB0.213_Rep2.mat,Insert3Edge1_Vc100.0_fz0.1_ap1.5_VB0.213_Rep2,3,1,2,Insert3_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,100.0,0.1,1.5,58.4,0.213,0.2,worn,worn,worn,full_dataset/signals_synced/Insert3Edge1_Vc100.0_fz0.1_ap1.5_VB0.213_Rep2.mat,full_dataset/signals_unsynced/Insert3Edge1_Vc100.0_fz0.1_ap1.5_VB0.213_Rep2.mat,True
Insert3Edge1_Vc50.0_fz0.05_ap1.5_VB0.202_Rep1.mat,Insert3Edge1_Vc50.0_fz0.05_ap1.5_VB0.202_Rep1,3,1,1,Insert3_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,50.0,0.05,1.5,58.4,0.202,0.2,worn,worn,worn,full_dataset/signals_synced/Insert3Edge1_Vc50.0_fz0.05_ap1.5_VB0.202_Rep1.mat,full_dataset/signals_unsynced/Insert3Edge1_Vc50.0_fz0.05_ap1.5_VB0.202_Rep1.mat,True
Insert3Edge1_Vc50.0_fz0.05_ap1.5_VB0.202_Rep2.mat,Insert3Edge1_Vc50.0_fz0.05_ap1.5_VB0.202_Rep2,3,1,2,Insert3_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,50.0,0.05,1.5,58.4,0.202,0.2,worn,worn,worn,full_dataset/signals_synced/Insert3Edge1_Vc50.0_fz0.05_ap1.5_VB0.202_Rep2.mat,full_dataset/signals_unsynced/Insert3Edge1_Vc50.0_fz0.05_ap1.5_VB0.202_Rep2.mat,True
Insert3Edge1_Vc50.0_fz0.05_ap1.5_VB0.202_Rep3.mat,Insert3Edge1_Vc50.0_fz0.05_ap1.5_VB0.202_Rep3,3,1,3,Insert3_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,50.0,0.05,1.5,58.4,0.202,0.2,worn,worn,worn,full_dataset/signals_synced/Insert3Edge1_Vc50.0_fz0.05_ap1.5_VB0.202_Rep3.mat,full_dataset/signals_unsynced/Insert3Edge1_Vc50.0_fz0.05_ap1.5_VB0.202_Rep3.mat,True
Insert3Edge1_Vc50.0_fz0.1_ap1.5_VB0.206_Rep1.mat,Insert3Edge1_Vc50.0_fz0.1_ap1.5_VB0.206_Rep1,3,1,1,Insert3_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,50.0,0.1,1.5,58.4,0.206,0.2,worn,worn,worn,full_dataset/signals_synced/Insert3Edge1_Vc50.0_fz0.1_ap1.5_VB0.206_Rep1.mat,full_dataset/signals_unsynced/Insert3Edge1_Vc50.0_fz0.1_ap1.5_VB0.206_Rep1.mat,True
Insert3Edge1_Vc50.0_fz0.1_ap1.5_VB0.206_Rep2.mat,Insert3Edge1_Vc50.0_fz0.1_ap1.5_VB0.206_Rep2,3,1,2,Insert3_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,50.0,0.1,1.5,58.4,0.206,0.2,worn,worn,worn,full_dataset/signals_synced/Insert3Edge1_Vc50.0_fz0.1_ap1.5_VB0.206_Rep2.mat,full_dataset/signals_unsynced/Insert3Edge1_Vc50.0_fz0.1_ap1.5_VB0.206_Rep2.mat,True
Insert4Edge1_Vc100.0_fz0.1_ap1.5_VB0.201_Rep1.mat,Insert4Edge1_Vc100.0_fz0.1_ap1.5_VB0.201_Rep1,4,1,1,Insert4_Edge1,CastIron.GG30,CastIron.GG30,Dry,100.0,0.1,1.5,58.4,0.201,0.2,worn,worn,worn,full_dataset/signals_synced/Insert4Edge1_Vc100.0_fz0.1_ap1.5_VB0.201_Rep1.mat,full_dataset/signals_unsynced/Insert4Edge1_Vc100.0_fz0.1_ap1.5_VB0.201_Rep1.mat,True
Insert4Edge1_Vc100.0_fz0.1_ap1.5_VB0.201_Rep2.mat,Insert4Edge1_Vc100.0_fz0.1_ap1.5_VB0.201_Rep2,4,1,2,Insert4_Edge1,CastIron.GG30,CastIron.GG30,Dry,100.0,0.1,1.5,58.4,0.201,0.2,worn,worn,worn,full_dataset/signals_synced/Insert4Edge1_Vc100.0_fz0.1_ap1.5_VB0.201_Rep2.mat,full_dataset/signals_unsynced/Insert4Edge1_Vc100.0_fz0.1_ap1.5_VB0.201_Rep2.mat,True
Insert4Edge1_Vc100.0_fz0.2_ap1.5_VB0.202_Rep1.mat,Insert4Edge1_Vc100.0_fz0.2_ap1.5_VB0.202_Rep1,4,1,1,Insert4_Edge1,CastIron.GG30,CastIron.GG30,Dry,100.0,0.2,1.5,58.4,0.202,0.2,worn,worn,worn,full_dataset/signals_synced/Insert4Edge1_Vc100.0_fz0.2_ap1.5_VB0.202_Rep1.mat,full_dataset/signals_unsynced/Insert4Edge1_Vc100.0_fz0.2_ap1.5_VB0.202_Rep1.mat,True
Insert4Edge1_Vc100.0_fz0.2_ap1.5_VB0.202_Rep2.mat,Insert4Edge1_Vc100.0_fz0.2_ap1.5_VB0.202_Rep2,4,1,2,Insert4_Edge1,CastIron.GG30,CastIron.GG30,Dry,100.0,0.2,1.5,58.4,0.202,0.2,worn,worn,worn,full_dataset/signals_synced/Insert4Edge1_Vc100.0_fz0.2_ap1.5_VB0.202_Rep2.mat,full_dataset/signals_unsynced/Insert4Edge1_Vc100.0_fz0.2_ap1.5_VB0.202_Rep2.mat,True
Insert4Edge1_Vc200.0_fz0.1_ap1.5_VB0.211_Rep1.mat,Insert4Edge1_Vc200.0_fz0.1_ap1.5_VB0.211_Rep1,4,1,1,Insert4_Edge1,CastIron.GG30,CastIron.GG30,Dry,200.0,0.1,1.5,58.4,0.211,0.2,worn,worn,worn,full_dataset/signals_synced/Insert4Edge1_Vc200.0_fz0.1_ap1.5_VB0.211_Rep1.mat,full_dataset/signals_unsynced/Insert4Edge1_Vc200.0_fz0.1_ap1.5_VB0.211_Rep1.mat,True
Insert4Edge1_Vc200.0_fz0.1_ap1.5_VB0.211_Rep2.mat,Insert4Edge1_Vc200.0_fz0.1_ap1.5_VB0.211_Rep2,4,1,2,Insert4_Edge1,CastIron.GG30,CastIron.GG30,Dry,200.0,0.1,1.5,58.4,0.211,0.2,worn,worn,worn,full_dataset/signals_synced/Insert4Edge1_Vc200.0_fz0.1_ap1.5_VB0.211_Rep2.mat,full_dataset/signals_unsynced/Insert4Edge1_Vc200.0_fz0.1_ap1.5_VB0.211_Rep2.mat,True
Insert4Edge1_Vc200.0_fz0.2_ap1.5_VB0.242_Rep1.mat,Insert4Edge1_Vc200.0_fz0.2_ap1.5_VB0.242_Rep1,4,1,1,Insert4_Edge1,CastIron.GG30,CastIron.GG30,Dry,200.0,0.2,1.5,58.4,0.242,0.2,worn,worn,worn,full_dataset/signals_synced/Insert4Edge1_Vc200.0_fz0.2_ap1.5_VB0.242_Rep1.mat,full_dataset/signals_unsynced/Insert4Edge1_Vc200.0_fz0.2_ap1.5_VB0.242_Rep1.mat,True
Insert4Edge1_Vc200.0_fz0.2_ap1.5_VB0.242_Rep2.mat,Insert4Edge1_Vc200.0_fz0.2_ap1.5_VB0.242_Rep2,4,1,2,Insert4_Edge1,CastIron.GG30,CastIron.GG30,Dry,200.0,0.2,1.5,58.4,0.242,0.2,worn,worn,worn,full_dataset/signals_synced/Insert4Edge1_Vc200.0_fz0.2_ap1.5_VB0.242_Rep2.mat,full_dataset/signals_unsynced/Insert4Edge1_Vc200.0_fz0.2_ap1.5_VB0.242_Rep2.mat,True
Insert6Edge1_Vc100.0_fz0.05_ap1.5_VB0.291_Rep1.mat,Insert6Edge1_Vc100.0_fz0.05_ap1.5_VB0.291_Rep1,6,1,1,Insert6_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,100.0,0.05,1.5,58.4,0.291,0.3,worn,worn,worn,full_dataset/signals_synced/Insert6Edge1_Vc100.0_fz0.05_ap1.5_VB0.291_Rep1.mat,full_dataset/signals_unsynced/Insert6Edge1_Vc100.0_fz0.05_ap1.5_VB0.291_Rep1.mat,True
Insert6Edge1_Vc100.0_fz0.05_ap1.5_VB0.291_Rep2.mat,Insert6Edge1_Vc100.0_fz0.05_ap1.5_VB0.291_Rep2,6,1,2,Insert6_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,100.0,0.05,1.5,58.4,0.291,0.3,worn,worn,worn,full_dataset/signals_synced/Insert6Edge1_Vc100.0_fz0.05_ap1.5_VB0.291_Rep2.mat,full_dataset/signals_unsynced/Insert6Edge1_Vc100.0_fz0.05_ap1.5_VB0.291_Rep2.mat,True
Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.276_Rep1.mat,Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.276_Rep1,6,1,1,Insert6_Edge1,CastIron.GG30,CastIron.GG30,Dry,100.0,0.1,1.5,58.4,0.276,0.3,worn,worn,worn,full_dataset/signals_synced/Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.276_Rep1.mat,full_dataset/signals_unsynced/Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.276_Rep1.mat,True
Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.276_Rep2.mat,Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.276_Rep2,6,1,2,Insert6_Edge1,CastIron.GG30,CastIron.GG30,Dry,100.0,0.1,1.5,58.4,0.276,0.3,worn,worn,worn,full_dataset/signals_synced/Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.276_Rep2.mat,full_dataset/signals_unsynced/Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.276_Rep2.mat,True
Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.291_Rep1.mat,Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.291_Rep1,6,1,1,Insert6_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,100.0,0.1,1.5,58.4,0.291,0.3,worn,worn,worn,full_dataset/signals_synced/Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.291_Rep1.mat,full_dataset/signals_unsynced/Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.291_Rep1.mat,True
Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.291_Rep2.mat,Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.291_Rep2,6,1,2,Insert6_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,100.0,0.1,1.5,58.4,0.291,0.3,worn,worn,worn,full_dataset/signals_synced/Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.291_Rep2.mat,full_dataset/signals_unsynced/Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.291_Rep2.mat,True
Insert6Edge1_Vc100.0_fz0.2_ap1.5_VB0.281_Rep1.mat,Insert6Edge1_Vc100.0_fz0.2_ap1.5_VB0.281_Rep1,6,1,1,Insert6_Edge1,CastIron.GG30,CastIron.GG30,Dry,100.0,0.2,1.5,58.4,0.281,0.3,worn,worn,worn,full_dataset/signals_synced/Insert6Edge1_Vc100.0_fz0.2_ap1.5_VB0.281_Rep1.mat,full_dataset/signals_unsynced/Insert6Edge1_Vc100.0_fz0.2_ap1.5_VB0.281_Rep1.mat,True
Insert6Edge1_Vc100.0_fz0.2_ap1.5_VB0.281_Rep2.mat,Insert6Edge1_Vc100.0_fz0.2_ap1.5_VB0.281_Rep2,6,1,2,Insert6_Edge1,CastIron.GG30,CastIron.GG30,Dry,100.0,0.2,1.5,58.4,0.281,0.3,worn,worn,worn,full_dataset/signals_synced/Insert6Edge1_Vc100.0_fz0.2_ap1.5_VB0.281_Rep2.mat,full_dataset/signals_unsynced/Insert6Edge1_Vc100.0_fz0.2_ap1.5_VB0.281_Rep2.mat,True
Insert6Edge1_Vc200.0_fz0.1_ap1.5_VB0.274_Rep1.mat,Insert6Edge1_Vc200.0_fz0.1_ap1.5_VB0.274_Rep1,6,1,1,Insert6_Edge1,CastIron.GG30,CastIron.GG30,Dry,200.0,0.1,1.5,58.4,0.274,0.3,worn,worn,worn,full_dataset/signals_synced/Insert6Edge1_Vc200.0_fz0.1_ap1.5_VB0.274_Rep1.mat,full_dataset/signals_unsynced/Insert6Edge1_Vc200.0_fz0.1_ap1.5_VB0.274_Rep1.mat,True
