method,n_real,n_syn,seed,train_sample_count,acc,macro_f1,f1_normal_machining,f1_lead_screw_anomaly,f1_base_imbalance,confusion
real_only,10,0,4,30,0.3229571984435798,0.3225927516180844,0.20437956204379562,0.2222222222222222,0.5411764705882353,"[[14,45,12],[51,23,45],[1,20,46]]"
noise_aug,10,10,4,60,0.2801556420233463,0.2936961451247166,0.21428571428571427,0.17346938775510204,0.49333333333333335,"[[18,47,6],[62,17,40],[17,13,37]]"
s_c_llm,10,10,4,60,0.245136186770428,0.2532731081434931,0.19402985074626866,0.18421052631578946,0.3815789473684211,"[[13,50,8],[50,21,48],[0,38,29]]"
real_only,10,0,5,30,0.22957198443579765,0.24300699300699302,0.25,0.11538461538461539,0.36363636363636365,"[[19,42,10],[58,12,49],[4,35,28]]"
noise_aug,10,10,5,60,0.2140077821011673,0.21273758064757978,0.32124352331606215,0.08839779005524862,0.22857142857142856,"[[31,27,13],[67,8,44],[24,27,16]]"
s_c_llm,10,10,5,60,0.32684824902723736,0.3350836372239978,0.36470588235294116,0.08839779005524862,0.5521472392638037,"[[31,32,8],[68,8,43],[0,22,45]]"
real_only,10,0,6,30,0.2529182879377432,0.24784221863811082,0.3055555555555556,0.2591093117408907,0.17886178861788618,"[[22,41,8],[50,32,37],[1,55,11]]"
noise_aug,10,10,6,60,0.2723735408560311,0.2017228841528221,0.15254237288135594,0.39322033898305087,0.0594059405940594,"[[9,55,7],[37,58,24],[1,63,3]]"
s_c_llm,10,10,6,60,0.33073929961089493,0.319685536430685,0.15254237288135594,0.319672131147541,0.4868421052631579,"[[9,56,6],[38,39,42],[0,30,37]]"
real_only,10,0,7,30,0.3657587548638132,0.37675876649413137,0.36363636363636365,0.29767441860465116,0.4689655172413793,"[[28,31,12],[55,32,32],[0,33,34]]"
noise_aug,10,10,7,60,0.3151750972762646,0.3263001605059281,0.35374149659863946,0.22009569377990432,0.4050632911392405,"[[26,32,13],[50,23,46],[0,35,32]]"
s_c_llm,10,10,7,60,0.2840466926070039,0.2690489356357629,0.1694915254237288,0.19095477386934673,0.4467005076142132,"[[10,38,23],[37,19,63],[0,23,44]]"
real_only,10,0,8,30,0.4669260700389105,0.44775890532179013,0.13008130081300814,0.47346938775510206,0.7397260273972602,"[[8,59,4],[40,58,21],[4,9,54]]"
noise_aug,10,10,8,60,0.41245136186770426,0.39865685985183835,0.14516129032258066,0.4163265306122449,0.6344827586206897,"[[9,56,6],[42,51,26],[2,19,46]]"
s_c_llm,10,10,8,60,0.35019455252918286,0.36222918754235045,0.2482758620689655,0.31932773109243695,0.5190839694656488,"[[18,49,4],[55,38,26],[1,32,34]]"
real_only,10,0,9,30,0.3968871595330739,0.3755871920237753,0.13114754098360656,0.4166666666666667,0.5789473684210527,"[[8,57,6],[34,50,35],[9,14,44]]"
noise_aug,10,10,9,60,0.3852140077821012,0.3697151600753295,0.21875,0.423728813559322,0.4666666666666667,"[[14,45,12],[33,50,36],[10,22,35]]"
s_c_llm,10,10,9,60,0.42412451361867703,0.3931473506833926,0.14678899082568808,0.4326530612244898,0.6,"[[8,54,9],[30,53,36],[0,19,48]]"
real_only,25,0,0,75,0.3852140077821012,0.40613013214520066,0.2839506172839506,0.23645320197044334,0.697986577181208,"[[23,45,3],[68,24,27],[0,15,52]]"
noise_aug,25,20,0,135,0.38132295719844356,0.3946419321419321,0.3875,0.23232323232323232,0.5641025641025641,"[[31,36,4],[55,23,41],[3,20,44]]"
s_c_llm,25,20,0,135,0.30739299610894943,0.2961542810474277,0.13675213675213677,0.2796610169491525,0.4720496894409938,"[[8,55,8],[38,33,48],[0,29,38]]"
real_only,25,0,1,75,0.29571984435797666,0.29031563330062937,0.13740458015267176,0.18181818181818182,0.5517241379310345,"[[9,52,10],[51,19,49],[0,19,48]]"
noise_aug,25,20,1,135,0.30739299610894943,0.30058561999334077,0.13114754098360656,0.29838709677419356,0.4722222222222222,"[[8,59,4],[43,37,39],[0,33,34]]"
s_c_llm,25,20,1,135,0.4085603112840467,0.35053528605686873,0.0625,0.4748201438848921,0.5142857142857142,"[[3,62,6],[22,66,31],[0,31,36]]"
real_only,25,0,2,75,0.3229571984435798,0.3128515180937786,0.14634146341463414,0.34108527131782945,0.45112781954887216,"[[9,58,4],[43,44,32],[0,37,30]]"
noise_aug,25,20,2,135,0.2801556420233463,0.26494748531317214,0.15584415584415584,0.34686346863468637,0.29213483146067415,"[[12,58,1],[64,47,8],[7,47,13]]"
s_c_llm,25,20,2,135,0.35019455252918286,0.3461640849110729,0.144,0.3373493975903614,0.5571428571428572,"[[9,60,2],[45,42,32],[0,28,39]]"
real_only,25,0,3,75,0.26848249027237353,0.24189437143726333,0.09345794392523364,0.31007751937984496,0.3221476510067114,"[[5,56,10],[31,40,48],[0,43,24]]"
noise_aug,25,20,3,135,0.26459143968871596,0.2492260997452056,0.1206896551724138,0.2868525896414343,0.3401360544217687,"[[7,57,7],[35,36,48],[3,39,25]]"
s_c_llm,25,20,3,135,0.2840466926070039,0.2896454084665348,0.17777777777777778,0.23478260869565218,0.4563758389261745,"[[12,52,7],[51,27,41],[1,32,34]]"
real_only,25,0,4,75,0.20233463035019456,0.2161733672667947,0.25165562913907286,0.13215859030837004,0.2647058823529412,"[[19,45,7],[60,15,44],[1,48,18]]"
noise_aug,25,20,4,135,0.24124513618677043,0.2509348236902416,0.18181818181818182,0.21008403361344538,0.3609022556390977,"[[13,53,5],[57,25,37],[2,41,24]]"
s_c_llm,25,20,4,135,0.3035019455252918,0.3104393052846661,0.2972972972972973,0.13402061855670103,0.5,"[[22,38,11],[55,13,51],[0,24,43]]"
real_only,25,0,5,75,0.32684824902723736,0.3076041034197276,0.13445378151260504,0.36900369003690037,0.41935483870967744,"[[8,61,2],[40,50,29],[0,41,26]]"
noise_aug,25,20,5,135,0.31906614785992216,0.2742429620559855,0.07339449541284404,0.4028776978417266,0.3464566929133858,"[[4,58,9],[34,56,29],[0,45,22]]"
s_c_llm,25,20,5,135,0.3151750972762646,0.3030520952701478,0.09836065573770492,0.321285140562249,0.48951048951048953,"[[6,58,7],[45,40,34],[0,32,35]]"
real_only,25,0,6,75,0.28793774319066145,0.2878491806740364,0.22058823529411764,0.10152284263959391,0.5414364640883977,"[[15,50,6],[50,10,59],[0,18,49]]"
noise_aug,25,20,6,135,0.2918287937743191,0.30914147740200987,0.2602739726027397,0.14150943396226415,0.5256410256410257,"[[19,52,0],[56,15,48],[0,26,41]]"
s_c_llm,25,20,6,135,0.33852140077821014,0.34199665204340796,0.1875,0.30327868852459017,0.5352112676056338,"[[12,59,0],[45,37,37],[0,29,38]]"
real_only,25,0,7,75,0.3151750972762646,0.28243800664920055,0.09803921568627451,0.35471698113207545,0.3945578231292517,"[[5,61,5],[26,47,46],[0,38,29]]"
noise_aug,25,20,7,135,0.36964980544747084,0.3573824703853008,0.15267175572519084,0.41947565543071164,0.5,"[[10,58,3],[46,56,17],[4,34,29]]"
s_c_llm,25,20,7,135,0.311284046692607,0.2805040326575907,0.08928571428571429,0.36704119850187267,0.3851851851851852,"[[5,58,8],[36,49,34],[0,41,26]]"
real_only,25,0,8,75,0.3657587548638132,0.3305801409317007,0.15841584158415842,0.41605839416058393,0.4172661870503597,"[[8,60,3],[22,57,40],[0,38,29]]"
noise_aug,25,20,8,135,0.3463035019455253,0.3227088402270884,0.16666666666666666,0.40145985401459855,0.4,"[[10,58,3],[38,55,26],[1,42,24]]"
s_c_llm,25,20,8,135,0.3735408560311284,0.3791526443951955,0.13333333333333333,0.3629032258064516,0.6412213740458015,"[[9,59,3],[55,45,19],[0,25,42]]"
real_only,25,0,9,75,0.26459143968871596,0.27259373925008595,0.22058823529411764,0.21052631578947367,0.38666666666666666,"[[15,47,9],[50,24,45],[0,38,29]]"
noise_aug,25,20,9,135,0.3151750972762646,0.31243078724026924,0.22388059701492538,0.32941176470588235,0.384,"[[15,51,5],[48,42,29],[0,43,24]]"
s_c_llm,25,20,9,135,0.3463035019455253,0.34170930512393927,0.16666666666666666,0.37065637065637064,0.4878048780487805,"[[11,55,5],[50,48,21],[0,37,30]]"
real_only,50,0,0,150,0.29571984435797666,0.3291681890147363,0.16149068322981366,0.25210084033613445,0.5739130434782609,"[[13,58,0],[74,30,15],[3,31,33]]"
noise_aug,50,20,0,210,0.30739299610894943,0.3346780410093016,0.18181818181818182,0.27049180327868855,0.5517241379310345,"[[14,57,0],[69,33,17],[0,35,32]]"
s_c_llm,50,20,0,210,0.3463035019455253,0.35802351948531347,0.22857142857142856,0.3183673469387755,0.5271317829457365,"[[16,54,1],[53,39,27],[0,33,34]]"
real_only,50,0,1,150,0.3657587548638132,0.3884292138495544,0.17567567567567569,0.3657587548638132,0.6238532110091743,"[[13,58,0],[64,47,8],[0,33,34]]"
noise_aug,50,20,1,210,0.40077821011673154,0.41551226551226544,0.15714285714285714,0.4166666666666667,0.6727272727272727,"[[11,60,0],[58,55,6],[0,30,37]]"
s_c_llm,50,20,1,210,0.3540856031128405,0.37181730214737413,0.11267605633802817,0.366412213740458,0.6363636363636364,"[[8,63,0],[63,48,8],[0,32,35]]"
real_only,50,0,2,150,0.42412451361867703,0.444853891250703,0.27631578947368424,0.334841628959276,0.723404255319149,"[[21,49,1],[60,37,22],[0,16,51]]"
noise_aug,50,20,2,210,0.3346303501945525,0.3530768768795161,0.19310344827586207,0.2796610169491525,0.5864661654135338,"[[14,56,1],[60,33,26],[0,28,39]]"
s_c_llm,50,20,2,210,0.42412451361867703,0.40555612488898,0.16806722689075632,0.4632352941176471,0.5853658536585366,"[[10,59,2],[38,63,18],[0,31,36]]"
real_only,50,0,3,150,0.3035019455252918,0.34380680617205667,0.14457831325301204,0.23684210526315788,0.65,"[[12,59,0],[78,27,14],[5,23,39]]"
noise_aug,50,20,3,210,0.3968871595330739,0.3569225264949331,0.1875,0.45161290322580644,0.4316546762589928,"[[9,60,2],[16,63,40],[0,37,30]]"
s_c_llm,50,20,3,210,0.4163424124513619,0.39819511293362964,0.13559322033898305,0.379746835443038,0.6792452830188679,"[[8,60,3],[39,45,35],[0,13,54]]"
real_only,50,0,4,150,0.4085603112840467,0.4076280778183527,0.17054263565891473,0.42424242424242425,0.628099173553719,"[[11,60,0],[47,56,16],[0,29,38]]"
noise_aug,50,20,4,210,0.35019455252918286,0.3488090227797033,0.12403100775193798,0.3650190114068441,0.5573770491803278,"[[8,63,0],[50,48,21],[0,33,34]]"
s_c_llm,50,20,4,210,0.377431906614786,0.3744153072260575,0.14285714285714285,0.3562753036437247,0.624113475177305,"[[9,61,1],[46,44,29],[0,23,44]]"
real_only,50,0,5,150,0.38132295719844356,0.3869769676998593,0.2222222222222222,0.36947791164658633,0.5692307692307692,"[[15,55,1],[48,46,25],[1,29,37]]"
noise_aug,50,20,5,210,0.42412451361867703,0.4094802756397023,0.13333333333333333,0.449438202247191,0.6456692913385826,"[[8,63,0],[40,60,19],[1,25,41]]"
s_c_llm,50,20,5,210,0.40077821011673154,0.396670949493912,0.12598425196850394,0.4253731343283582,0.6386554621848739,"[[8,63,0],[48,57,14],[0,29,38]]"
real_only,50,0,6,150,0.28793774319066145,0.33351904075416355,0.15384615384615385,0.2026431718061674,0.6440677966101694,"[[13,58,0],[83,23,13],[2,27,38]]"
noise_aug,50,20,6,210,0.29571984435797666,0.331371087928465,0.15,0.26229508196721313,0.5818181818181818,"[[12,59,0],[76,32,11],[1,34,32]]"
s_c_llm,50,20,6,210,0.36186770428015563,0.3680926916221034,0.21212121212121213,0.3333333333333333,0.5588235294117647,"[[14,57,0],[47,41,31],[0,29,38]]"
real_only,50,0,7,150,0.35019455252918286,0.3457827575474634,0.15873015873015872,0.3492063492063492,0.5294117647058824,"[[10,58,3],[45,44,30],[0,31,36]]"
noise_aug,50,20,7,210,0.3151750972762646,0.31666730355254946,0.15151515151515152,0.3230769230769231,0.47540983606557374,"[[10,61,0],[51,42,26],[0,38,29]]"
s_c_llm,50,20,7,210,0.31906614785992216,0.3133939652892226,0.14173228346456693,0.3333333333333333,0.46511627906976744,"[[9,59,3],[47,43,29],[0,37,30]]"
real_only,50,0,8,150,0.3657587548638132,0.39222810734463276,0.16,0.3135593220338983,0.703125,"[[12,58,1],[67,37,15],[0,22,45]]"
noise_aug,50,20,8,210,0.42412451361867703,0.4502339787266258,0.17567567567567569,0.37815126050420167,0.796875,"[[13,58,0],[64,45,10],[0,16,51]]"
s_c_llm,50,20,8,210,0.41245136186770426,0.42136233010453994,0.11764705882352941,0.38524590163934425,0.7611940298507462,"[[8,63,0],[56,47,16],[1,15,51]]"
real_only,50,0,9,150,0.45136186770428016,0.4120288813436104,0.14,0.4591439688715953,0.6369426751592356,"[[7,62,2],[22,59,38],[0,17,50]]"
noise_aug,50,20,9,210,0.4046692607003891,0.42688748986502595,0.16551724137931034,0.3651452282157676,0.75,"[[12,59,0],[62,44,13],[0,19,48]]"
s_c_llm,50,20,9,210,0.42412451361867703,0.4125207422697102,0.22413793103448276,0.421875,0.5915492957746479,"[[13,58,0],[32,54,33],[0,25,42]]"
