method,class,channel,band,real_frac,method_frac,delta
llm,worn,vib_table,20-40,0.287798,0.350961,0.063163
llm,worn,vib_table,40-70,0.114899,0.124244,0.009345
llm,worn,vib_table,70-100,0.317423,0.265822,-0.051602
llm,worn,vib_table,100-125,0.012494,0.016355,0.003860
llm,worn,vib_spindle,0-8,0.110530,0.319575,0.209045
llm,worn,vib_spindle,8-20,0.229694,0.165112,-0.064581
llm,worn,vib_spindle,20-40,0.225050,0.175498,-0.049552
llm,worn,vib_spindle,40-70,0.220972,0.126288,-0.094684
llm,worn,vib_spindle,70-100,0.147118,0.121595,-0.025523
llm,worn,vib_spindle,100-125,0.066637,0.091932,0.025295
llm,worn,AE_table,0-8,0.105419,0.107671,0.002251
llm,worn,AE_table,8-20,0.194408,0.215553,0.021145
llm,worn,AE_table,20-40,0.184379,0.229887,0.045509
llm,worn,AE_table,40-70,0.123423,0.144880,0.021457
llm,worn,AE_table,70-100,0.354388,0.254659,-0.099729
llm,worn,AE_table,100-125,0.037983,0.047350,0.009367
llm,worn,AE_spindle,0-8,0.164121,0.142114,-0.022007
llm,worn,AE_spindle,8-20,0.209481,0.199726,-0.009755
llm,worn,AE_spindle,20-40,0.213533,0.248310,0.034777
llm,worn,AE_spindle,40-70,0.117671,0.147195,0.029525
llm,worn,AE_spindle,70-100,0.260681,0.220578,-0.040103
llm,worn,AE_spindle,100-125,0.034514,0.042077,0.007563
llm,severe,smcAC,0-8,0.003696,0.007737,0.004041
llm,severe,smcAC,8-20,0.986361,0.978012,-0.008349
llm,severe,smcAC,20-40,0.002536,0.004326,0.001790
llm,severe,smcAC,40-70,0.002280,0.003194,0.000913
llm,severe,smcAC,70-100,0.002821,0.003784,0.000962
llm,severe,smcAC,100-125,0.002305,0.002947,0.000642
llm,severe,smcDC,0-8,0.909220,0.792205,-0.117015
llm,severe,smcDC,8-20,0.026629,0.060748,0.034119
llm,severe,smcDC,20-40,0.063954,0.141171,0.077217
llm,severe,smcDC,40-70,0.000137,0.003557,0.003420
llm,severe,smcDC,70-100,0.000038,0.001436,0.001397
llm,severe,smcDC,100-125,0.000022,0.000882,0.000861
llm,severe,vib_table,0-8,0.047298,0.034510,-0.012787
llm,severe,vib_table,8-20,0.309386,0.149307,-0.160079
llm,severe,vib_table,20-40,0.216909,0.300146,0.083237
llm,severe,vib_table,40-70,0.125918,0.174041,0.048123
llm,severe,vib_table,70-100,0.287301,0.321592,0.034291
llm,severe,vib_table,100-125,0.013189,0.020404,0.007216
llm,severe,vib_spindle,0-8,0.210732,0.400202,0.189470
llm,severe,vib_spindle,8-20,0.200274,0.140184,-0.060090
llm,severe,vib_spindle,20-40,0.204689,0.141600,-0.063089
llm,severe,vib_spindle,40-70,0.178395,0.124992,-0.053402
llm,severe,vib_spindle,70-100,0.134462,0.096914,-0.037547
llm,severe,vib_spindle,100-125,0.071450,0.096108,0.024658
llm,severe,AE_table,0-8,0.124164,0.106036,-0.018128
llm,severe,AE_table,8-20,0.171550,0.183362,0.011813
llm,severe,AE_table,20-40,0.145076,0.191657,0.046580
llm,severe,AE_table,40-70,0.101338,0.136842,0.035504
llm,severe,AE_table,70-100,0.426352,0.339192,-0.087160
llm,severe,AE_table,100-125,0.031521,0.042911,0.011391
llm,severe,AE_spindle,0-8,0.234738,0.170198,-0.064540
llm,severe,AE_spindle,8-20,0.150976,0.145801,-0.005176
llm,severe,AE_spindle,20-40,0.150509,0.185563,0.035054
llm,severe,AE_spindle,40-70,0.099786,0.125931,0.026145
llm,severe,AE_spindle,70-100,0.334079,0.328021,-0.006059
llm,severe,AE_spindle,100-125,0.029911,0.044487,0.014576
rule,sharp,smcAC,0-8,0.010713,0.011971,0.001258
rule,sharp,smcAC,8-20,0.972054,0.969846,-0.002208
rule,sharp,smcAC,20-40,0.007453,0.006666,-0.000787
rule,sharp,smcAC,40-70,0.003466,0.003781,0.000315
rule,sharp,smcAC,70-100,0.003211,0.003697,0.000486
rule,sharp,smcAC,100-125,0.003103,0.004040,0.000937
rule,sharp,smcDC,0-8,0.841144,0.810784,-0.030360
rule,sharp,smcDC,8-20,0.071300,0.077806,0.006507
rule,sharp,smcDC,20-40,0.056334,0.106319,0.049985
rule,sharp,smcDC,40-70,0.025449,0.002890,-0.022559
rule,sharp,smcDC,70-100,0.005436,0.001349,-0.004087
rule,sharp,smcDC,100-125,0.000338,0.000851,0.000514
rule,sharp,vib_table,0-8,0.027573,0.008601,-0.018972
rule,sharp,vib_table,8-20,0.414325,0.169246,-0.245079
rule,sharp,vib_table,20-40,0.253753,0.533210,0.279457
rule,sharp,vib_table,40-70,0.128963,0.177028,0.048065
rule,sharp,vib_table,70-100,0.165860,0.101243,-0.064617
rule,sharp,vib_table,100-125,0.009526,0.010672,0.001146
rule,sharp,vib_spindle,0-8,0.106931,0.356242,0.249311
rule,sharp,vib_spindle,8-20,0.299465,0.128016,-0.171449
rule,sharp,vib_spindle,20-40,0.143018,0.231738,0.088720
rule,sharp,vib_spindle,40-70,0.236568,0.124003,-0.112565
rule,sharp,vib_spindle,70-100,0.156027,0.077222,-0.078805
rule,sharp,vib_spindle,100-125,0.057991,0.082779,0.024788
rule,sharp,AE_table,0-8,0.066627,0.044721,-0.021906
rule,sharp,AE_table,8-20,0.356623,0.323574,-0.033049
rule,sharp,AE_table,20-40,0.223879,0.269705,0.045827
rule,sharp,AE_table,40-70,0.139254,0.172508,0.033254
rule,sharp,AE_table,70-100,0.166297,0.104411,-0.061886
rule,sharp,AE_table,100-125,0.047321,0.085081,0.037760
rule,sharp,AE_spindle,0-8,0.041541,0.032425,-0.009116
rule,sharp,AE_spindle,8-20,0.373351,0.259387,-0.113964
rule,sharp,AE_spindle,20-40,0.325461,0.436718,0.111257
rule,sharp,AE_spindle,40-70,0.131478,0.162766,0.031288
rule,sharp,AE_spindle,70-100,0.085430,0.062605,-0.022825
rule,sharp,AE_spindle,100-125,0.042739,0.046099,0.003360
rule,worn,smcAC,0-8,0.004151,0.013678,0.009527
rule,worn,smcAC,8-20,0.985060,0.969201,-0.015859
rule,worn,smcAC,20-40,0.003068,0.007383,0.004316
rule,worn,smcAC,40-70,0.002552,0.002953,0.000402
rule,worn,smcAC,70-100,0.002816,0.003292,0.000476
rule,worn,smcAC,100-125,0.002354,0.003492,0.001138
rule,worn,smcDC,0-8,0.927060,0.633469,-0.293592
rule,worn,smcDC,8-20,0.025119,0.158608,0.133489
rule,worn,smcDC,20-40,0.040522,0.204086,0.163564
rule,worn,smcDC,40-70,0.006290,0.002197,-0.004092
rule,worn,smcDC,70-100,0.000814,0.000999,0.000185
rule,worn,smcDC,100-125,0.000195,0.000641,0.000447
rule,worn,vib_table,0-8,0.052770,0.015780,-0.036990
rule,worn,vib_table,8-20,0.214616,0.229873,0.015257
rule,worn,vib_table,20-40,0.287798,0.420294,0.132497
rule,worn,vib_table,40-70,0.114899,0.137892,0.022993
rule,worn,vib_table,70-100,0.317423,0.183363,-0.134060
rule,worn,vib_table,100-125,0.012494,0.012798,0.000304
rule,worn,vib_spindle,0-8,0.110530,0.410339,0.299810
rule,worn,vib_spindle,8-20,0.229694,0.182305,-0.047389
rule,worn,vib_spindle,20-40,0.225050,0.140878,-0.084172
rule,worn,vib_spindle,40-70,0.220972,0.097865,-0.123107
rule,worn,vib_spindle,70-100,0.147118,0.075262,-0.071856
rule,worn,vib_spindle,100-125,0.066637,0.093351,0.026714
rule,worn,AE_table,0-8,0.105419,0.094795,-0.010624
rule,worn,AE_table,8-20,0.194408,0.260665,0.066256
rule,worn,AE_table,20-40,0.184379,0.202373,0.017994
rule,worn,AE_table,40-70,0.123423,0.149129,0.025706
rule,worn,AE_table,70-100,0.354388,0.243320,-0.111068
rule,worn,AE_table,100-125,0.037983,0.049718,0.011735
rule,worn,AE_spindle,0-8,0.164121,0.132166,-0.031955
rule,worn,AE_spindle,8-20,0.209481,0.233182,0.023702
rule,worn,AE_spindle,20-40,0.213533,0.190024,-0.023509
rule,worn,AE_spindle,40-70,0.117671,0.141824,0.024153
rule,worn,AE_spindle,70-100,0.260681,0.255213,-0.005468
rule,worn,AE_spindle,100-125,0.034514,0.047591,0.013077
rule,severe,smcAC,0-8,0.003696,0.007919,0.004223
rule,severe,smcAC,8-20,0.986361,0.978538,-0.007823
rule,severe,smcAC,20-40,0.002536,0.004098,0.001561
rule,severe,smcAC,40-70,0.002280,0.002952,0.000672
rule,severe,smcAC,70-100,0.002821,0.003366,0.000545
rule,severe,smcAC,100-125,0.002305,0.003128,0.000822
rule,severe,smcDC,0-8,0.909220,0.642368,-0.266853
rule,severe,smcDC,8-20,0.026629,0.094787,0.068158
rule,severe,smcDC,20-40,0.063954,0.258493,0.194539
rule,severe,smcDC,40-70,0.000137,0.002519,0.002382
rule,severe,smcDC,70-100,0.000038,0.001134,0.001096
rule,severe,smcDC,100-125,0.000022,0.000700,0.000678
rule,severe,vib_table,0-8,0.047298,0.018456,-0.028842
rule,severe,vib_table,8-20,0.309386,0.247695,-0.061691
rule,severe,vib_table,20-40,0.216909,0.298505,0.081596
rule,severe,vib_table,40-70,0.125918,0.180290,0.054373
rule,severe,vib_table,70-100,0.287301,0.239862,-0.047439
rule,severe,vib_table,100-125,0.013189,0.015192,0.002003
rule,severe,vib_spindle,0-8,0.210732,0.488588,0.277856
rule,severe,vib_spindle,8-20,0.200274,0.134522,-0.065752
rule,severe,vib_spindle,20-40,0.204689,0.105981,-0.098708
rule,severe,vib_spindle,40-70,0.178395,0.103759,-0.074635
rule,severe,vib_spindle,70-100,0.134462,0.076420,-0.058042
rule,severe,vib_spindle,100-125,0.071450,0.090730,0.019280
rule,severe,AE_table,0-8,0.124164,0.130843,0.006679
rule,severe,AE_table,8-20,0.171550,0.191314,0.019765
rule,severe,AE_table,20-40,0.145076,0.204233,0.059157
rule,severe,AE_table,40-70,0.101338,0.150665,0.049327
rule,severe,AE_table,70-100,0.426352,0.273370,-0.152982
rule,severe,AE_table,100-125,0.031521,0.049574,0.018054
rule,severe,AE_spindle,0-8,0.234738,0.226241,-0.008498
rule,severe,AE_spindle,8-20,0.150976,0.110291,-0.040685
rule,severe,AE_spindle,20-40,0.150509,0.179896,0.029387
rule,severe,AE_spindle,40-70,0.099786,0.114328,0.014542
rule,severe,AE_spindle,70-100,0.334079,0.325780,-0.008299
rule,severe,AE_spindle,100-125,0.029911,0.043464,0.013553
random_open_loop,sharp,smcAC,0-8,0.010713,0.011260,0.000548
random_open_loop,sharp,smcAC,8-20,0.972054,0.924745,-0.047309
random_open_loop,sharp,smcAC,20-40,0.007453,0.015384,0.007930
random_open_loop,sharp,smcAC,40-70,0.003466,0.017902,0.014436
random_open_loop,sharp,smcAC,70-100,0.003211,0.017769,0.014558
random_open_loop,sharp,smcAC,100-125,0.003103,0.012940,0.009837
random_open_loop,sharp,smcDC,0-8,0.841144,0.652826,-0.188318
random_open_loop,sharp,smcDC,8-20,0.071300,0.174539,0.103239
random_open_loop,sharp,smcDC,20-40,0.056334,0.127504,0.071170
random_open_loop,sharp,smcDC,40-70,0.025449,0.017610,-0.007839
random_open_loop,sharp,smcDC,70-100,0.005436,0.015798,0.010362
random_open_loop,sharp,smcDC,100-125,0.000338,0.011723,0.011385
random_open_loop,sharp,vib_table,0-8,0.027573,0.011533,-0.016040
random_open_loop,sharp,vib_table,8-20,0.414325,0.374865,-0.039460
random_open_loop,sharp,vib_table,20-40,0.253753,0.312353,0.058600
random_open_loop,sharp,vib_table,40-70,0.128963,0.142828,0.013865
random_open_loop,sharp,vib_table,70-100,0.165860,0.142324,-0.023536
random_open_loop,sharp,vib_table,100-125,0.009526,0.016097,0.006571
random_open_loop,sharp,vib_spindle,0-8,0.106931,0.346374,0.239443
random_open_loop,sharp,vib_spindle,8-20,0.299465,0.182124,-0.117341
random_open_loop,sharp,vib_spindle,20-40,0.143018,0.165016,0.021997
random_open_loop,sharp,vib_spindle,40-70,0.236568,0.131379,-0.105189
random_open_loop,sharp,vib_spindle,70-100,0.156027,0.091223,-0.064804
random_open_loop,sharp,vib_spindle,100-125,0.057991,0.083885,0.025894
random_open_loop,sharp,AE_table,0-8,0.066627,0.045759,-0.020868
random_open_loop,sharp,AE_table,8-20,0.356623,0.417971,0.061347
random_open_loop,sharp,AE_table,20-40,0.223879,0.238425,0.014546
random_open_loop,sharp,AE_table,40-70,0.139254,0.141550,0.002296
random_open_loop,sharp,AE_table,70-100,0.166297,0.108573,-0.057724
random_open_loop,sharp,AE_table,100-125,0.047321,0.047723,0.000402
random_open_loop,sharp,AE_spindle,0-8,0.041541,0.039559,-0.001982
random_open_loop,sharp,AE_spindle,8-20,0.373351,0.353602,-0.019749
random_open_loop,sharp,AE_spindle,20-40,0.325461,0.339278,0.013818
random_open_loop,sharp,AE_spindle,40-70,0.131478,0.138256,0.006778
random_open_loop,sharp,AE_spindle,70-100,0.085430,0.088526,0.003096
random_open_loop,sharp,AE_spindle,100-125,0.042739,0.040779,-0.001961
random_open_loop,worn,smcAC,0-8,0.004151,0.005952,0.001801
random_open_loop,worn,smcAC,8-20,0.985060,0.934995,-0.050065
random_open_loop,worn,smcAC,20-40,0.003068,0.012408,0.009340
random_open_loop,worn,smcAC,40-70,0.002552,0.017343,0.014792
random_open_loop,worn,smcAC,70-100,0.002816,0.017091,0.014275
random_open_loop,worn,smcAC,100-125,0.002354,0.012211,0.009857
random_open_loop,worn,smcDC,0-8,0.927060,0.742668,-0.184392
random_open_loop,worn,smcDC,8-20,0.025119,0.115858,0.090739
random_open_loop,worn,smcDC,20-40,0.040522,0.064986,0.024464
random_open_loop,worn,smcDC,40-70,0.006290,0.027894,0.021605
random_open_loop,worn,smcDC,70-100,0.000814,0.027119,0.026306
random_open_loop,worn,smcDC,100-125,0.000195,0.021475,0.021280
random_open_loop,worn,vib_table,0-8,0.052770,0.024587,-0.028183
random_open_loop,worn,vib_table,8-20,0.214616,0.324754,0.110137
random_open_loop,worn,vib_table,20-40,0.287798,0.449738,0.161940
random_open_loop,worn,vib_table,40-70,0.114899,0.099078,-0.015821
random_open_loop,worn,vib_table,70-100,0.317423,0.077913,-0.239510
random_open_loop,worn,vib_table,100-125,0.012494,0.023931,0.011436
random_open_loop,worn,vib_spindle,0-8,0.110530,0.443672,0.333143
random_open_loop,worn,vib_spindle,8-20,0.229694,0.135159,-0.094535
random_open_loop,worn,vib_spindle,20-40,0.225050,0.134954,-0.090096
random_open_loop,worn,vib_spindle,40-70,0.220972,0.112514,-0.108458
random_open_loop,worn,vib_spindle,70-100,0.147118,0.104609,-0.042508
random_open_loop,worn,vib_spindle,100-125,0.066637,0.069091,0.002454
random_open_loop,worn,AE_table,0-8,0.105419,0.101505,-0.003914
random_open_loop,worn,AE_table,8-20,0.194408,0.284889,0.090480
random_open_loop,worn,AE_table,20-40,0.184379,0.232480,0.048101
random_open_loop,worn,AE_table,40-70,0.123423,0.157758,0.034336
random_open_loop,worn,AE_table,70-100,0.354388,0.163678,-0.190710
random_open_loop,worn,AE_table,100-125,0.037983,0.059689,0.021707
random_open_loop,worn,AE_spindle,0-8,0.164121,0.122105,-0.042016
random_open_loop,worn,AE_spindle,8-20,0.209481,0.266034,0.056553
random_open_loop,worn,AE_spindle,20-40,0.213533,0.250684,0.037151
random_open_loop,worn,AE_spindle,40-70,0.117671,0.150409,0.032738
random_open_loop,worn,AE_spindle,70-100,0.260681,0.160633,-0.100048
random_open_loop,worn,AE_spindle,100-125,0.034514,0.050135,0.015621
random_open_loop,severe,smcAC,0-8,0.003696,0.005783,0.002087
random_open_loop,severe,smcAC,8-20,0.986361,0.937315,-0.049046
random_open_loop,severe,smcAC,20-40,0.002536,0.011784,0.009247
random_open_loop,severe,smcAC,40-70,0.002280,0.016116,0.013836
random_open_loop,severe,smcAC,70-100,0.002821,0.016970,0.014149
random_open_loop,severe,smcAC,100-125,0.002305,0.012032,0.009727
random_open_loop,severe,smcDC,0-8,0.909220,0.743014,-0.166207
random_open_loop,severe,smcDC,8-20,0.026629,0.126299,0.099670
random_open_loop,severe,smcDC,20-40,0.063954,0.057223,-0.006731
random_open_loop,severe,smcDC,40-70,0.000137,0.028478,0.028341
random_open_loop,severe,smcDC,70-100,0.000038,0.025559,0.025521
random_open_loop,severe,smcDC,100-125,0.000022,0.019426,0.019405
random_open_loop,severe,vib_table,0-8,0.047298,0.029347,-0.017951
random_open_loop,severe,vib_table,8-20,0.309386,0.311397,0.002011
random_open_loop,severe,vib_table,20-40,0.216909,0.372092,0.155183
random_open_loop,severe,vib_table,40-70,0.125918,0.138257,0.012339
random_open_loop,severe,vib_table,70-100,0.287301,0.123525,-0.163776
random_open_loop,severe,vib_table,100-125,0.013189,0.025382,0.012194
random_open_loop,severe,vib_spindle,0-8,0.210732,0.500812,0.290080
random_open_loop,severe,vib_spindle,8-20,0.200274,0.118771,-0.081503
random_open_loop,severe,vib_spindle,20-40,0.204689,0.116343,-0.088346
random_open_loop,severe,vib_spindle,40-70,0.178395,0.112726,-0.065668
random_open_loop,severe,vib_spindle,70-100,0.134462,0.078454,-0.056008
random_open_loop,severe,vib_spindle,100-125,0.071450,0.072894,0.001444
random_open_loop,severe,AE_table,0-8,0.124164,0.075281,-0.048883
random_open_loop,severe,AE_table,8-20,0.171550,0.246847,0.075297
random_open_loop,severe,AE_table,20-40,0.145076,0.209131,0.064055
random_open_loop,severe,AE_table,40-70,0.101338,0.152032,0.050694
random_open_loop,severe,AE_table,70-100,0.426352,0.264092,-0.162260
random_open_loop,severe,AE_table,100-125,0.031521,0.052617,0.021096
random_open_loop,severe,AE_spindle,0-8,0.234738,0.105369,-0.129369
random_open_loop,severe,AE_spindle,8-20,0.150976,0.206083,0.055106
random_open_loop,severe,AE_spindle,20-40,0.150509,0.215076,0.064567
random_open_loop,severe,AE_spindle,40-70,0.099786,0.148978,0.049192
random_open_loop,severe,AE_spindle,70-100,0.334079,0.271581,-0.062498
random_open_loop,severe,AE_spindle,100-125,0.029911,0.052913,0.023002
noise_aug,sharp,smcAC,0-8,0.010713,0.013700,0.002987
noise_aug,sharp,smcAC,8-20,0.972054,0.964927,-0.007127
noise_aug,sharp,smcAC,20-40,0.007453,0.010209,0.002756
noise_aug,sharp,smcAC,40-70,0.003466,0.003700,0.000235
noise_aug,sharp,smcAC,70-100,0.003211,0.003682,0.000471
noise_aug,sharp,smcAC,100-125,0.003103,0.003781,0.000678
noise_aug,sharp,smcDC,0-8,0.841144,0.671594,-0.169550
noise_aug,sharp,smcDC,8-20,0.071300,0.085419,0.014119
noise_aug,sharp,smcDC,20-40,0.056334,0.072229,0.015895
noise_aug,sharp,smcDC,40-70,0.025449,0.072994,0.047545
noise_aug,sharp,smcDC,70-100,0.005436,0.057345,0.051909
noise_aug,sharp,smcDC,100-125,0.000338,0.040419,0.040082
noise_aug,sharp,vib_table,0-8,0.027573,0.026726,-0.000847
noise_aug,sharp,vib_table,8-20,0.414325,0.366766,-0.047559
noise_aug,sharp,vib_table,20-40,0.253753,0.188237,-0.065515
noise_aug,sharp,vib_table,40-70,0.128963,0.135816,0.006854
noise_aug,sharp,vib_table,70-100,0.165860,0.272896,0.107036
noise_aug,sharp,vib_table,100-125,0.009526,0.009559,0.000033
noise_aug,sharp,vib_spindle,0-8,0.106931,0.104361,-0.002570
noise_aug,sharp,vib_spindle,8-20,0.299465,0.277114,-0.022351
noise_aug,sharp,vib_spindle,20-40,0.143018,0.150087,0.007069
noise_aug,sharp,vib_spindle,40-70,0.236568,0.272664,0.036096
noise_aug,sharp,vib_spindle,70-100,0.156027,0.132315,-0.023712
noise_aug,sharp,vib_spindle,100-125,0.057991,0.063458,0.005468
noise_aug,sharp,AE_table,0-8,0.066627,0.045679,-0.020948
noise_aug,sharp,AE_table,8-20,0.356623,0.355603,-0.001020
noise_aug,sharp,AE_table,20-40,0.223879,0.218713,-0.005166
noise_aug,sharp,AE_table,40-70,0.139254,0.151220,0.011967
noise_aug,sharp,AE_table,70-100,0.166297,0.177588,0.011291
noise_aug,sharp,AE_table,100-125,0.047321,0.051197,0.003877
noise_aug,sharp,AE_spindle,0-8,0.041541,0.035627,-0.005914
noise_aug,sharp,AE_spindle,8-20,0.373351,0.421677,0.048326
noise_aug,sharp,AE_spindle,20-40,0.325461,0.285847,-0.039614
noise_aug,sharp,AE_spindle,40-70,0.131478,0.141688,0.010210
noise_aug,sharp,AE_spindle,70-100,0.085430,0.079670,-0.005760
noise_aug,sharp,AE_spindle,100-125,0.042739,0.035491,-0.007248
noise_aug,worn,smcAC,0-8,0.004151,0.003516,-0.000634
noise_aug,worn,smcAC,8-20,0.985060,0.987034,0.001974
noise_aug,worn,smcAC,20-40,0.003068,0.002265,-0.000803
noise_aug,worn,smcAC,40-70,0.002552,0.002383,-0.000169
noise_aug,worn,smcAC,70-100,0.002816,0.002495,-0.000321
noise_aug,worn,smcAC,100-125,0.002354,0.002306,-0.000048
noise_aug,worn,smcDC,0-8,0.927060,0.873372,-0.053688
noise_aug,worn,smcDC,8-20,0.025119,0.017477,-0.007642
noise_aug,worn,smcDC,20-40,0.040522,0.037922,-0.002601
noise_aug,worn,smcDC,40-70,0.006290,0.025557,0.019267
noise_aug,worn,smcDC,70-100,0.000814,0.025415,0.024601
noise_aug,worn,smcDC,100-125,0.000195,0.020258,0.020063
noise_aug,worn,vib_table,0-8,0.052770,0.033010,-0.019759
noise_aug,worn,vib_table,8-20,0.214616,0.264130,0.049514
noise_aug,worn,vib_table,20-40,0.287798,0.290892,0.003094
noise_aug,worn,vib_table,40-70,0.114899,0.091978,-0.022921
noise_aug,worn,vib_table,70-100,0.317423,0.309470,-0.007953
noise_aug,worn,vib_table,100-125,0.012494,0.010519,-0.001975
noise_aug,worn,vib_spindle,0-8,0.110530,0.205955,0.095425
noise_aug,worn,vib_spindle,8-20,0.229694,0.145296,-0.084397
noise_aug,worn,vib_spindle,20-40,0.225050,0.220684,-0.004366
noise_aug,worn,vib_spindle,40-70,0.220972,0.129170,-0.091802
noise_aug,worn,vib_spindle,70-100,0.147118,0.222535,0.075417
noise_aug,worn,vib_spindle,100-125,0.066637,0.076360,0.009723
noise_aug,worn,AE_table,0-8,0.105419,0.128257,0.022837
noise_aug,worn,AE_table,8-20,0.194408,0.179212,-0.015196
noise_aug,worn,AE_table,20-40,0.184379,0.187259,0.002880
noise_aug,worn,AE_table,40-70,0.123423,0.118291,-0.005132
noise_aug,worn,AE_table,70-100,0.354388,0.346437,-0.007952
noise_aug,worn,AE_table,100-125,0.037983,0.040545,0.002562
noise_aug,worn,AE_spindle,0-8,0.164121,0.189273,0.025152
noise_aug,worn,AE_spindle,8-20,0.209481,0.180068,-0.029413
noise_aug,worn,AE_spindle,20-40,0.213533,0.208176,-0.005356
noise_aug,worn,AE_spindle,40-70,0.117671,0.102721,-0.014949
noise_aug,worn,AE_spindle,70-100,0.260681,0.283981,0.023300
noise_aug,worn,AE_spindle,100-125,0.034514,0.035780,0.001266
noise_aug,severe,smcAC,0-8,0.003696,0.003913,0.000217
noise_aug,severe,smcAC,8-20,0.986361,0.986154,-0.000206
noise_aug,severe,smcAC,20-40,0.002536,0.002709,0.000173
noise_aug,severe,smcAC,40-70,0.002280,0.002052,-0.000228
noise_aug,severe,smcAC,70-100,0.002821,0.002601,-0.000220
noise_aug,severe,smcAC,100-125,0.002305,0.002569,0.000264
noise_aug,severe,smcDC,0-8,0.909220,0.500322,-0.408898
noise_aug,severe,smcDC,8-20,0.026629,0.085420,0.058791
noise_aug,severe,smcDC,20-40,0.063954,0.169678,0.105725
noise_aug,severe,smcDC,40-70,0.000137,0.086330,0.086193
noise_aug,severe,smcDC,70-100,0.000038,0.086078,0.086040
noise_aug,severe,smcDC,100-125,0.000022,0.072171,0.072149
noise_aug,severe,vib_table,0-8,0.047298,0.054888,0.007590
noise_aug,severe,vib_table,8-20,0.309386,0.397286,0.087900
noise_aug,severe,vib_table,20-40,0.216909,0.263801,0.046892
noise_aug,severe,vib_table,40-70,0.125918,0.103347,-0.022571
noise_aug,severe,vib_table,70-100,0.287301,0.169136,-0.118165
noise_aug,severe,vib_table,100-125,0.013189,0.011542,-0.001647
noise_aug,severe,vib_spindle,0-8,0.210732,0.268074,0.057342
noise_aug,severe,vib_spindle,8-20,0.200274,0.201903,0.001630
noise_aug,severe,vib_spindle,20-40,0.204689,0.192692,-0.011997
noise_aug,severe,vib_spindle,40-70,0.178395,0.156921,-0.021474
noise_aug,severe,vib_spindle,70-100,0.134462,0.101215,-0.033246
noise_aug,severe,vib_spindle,100-125,0.071450,0.079195,0.007745
noise_aug,severe,AE_table,0-8,0.124164,0.086638,-0.037526
