method,class,channel,band,real_frac,method_frac,delta
rule,worn,smcAC,70-100,0.002816,0.003298,0.000482
rule,worn,smcAC,100-125,0.002354,0.003341,0.000987
rule,worn,smcDC,0-8,0.927060,0.741979,-0.185082
rule,worn,smcDC,8-20,0.025119,0.105230,0.080111
rule,worn,smcDC,20-40,0.040522,0.148487,0.107965
rule,worn,smcDC,40-70,0.006290,0.002471,-0.003819
rule,worn,smcDC,70-100,0.000814,0.001126,0.000312
rule,worn,smcDC,100-125,0.000195,0.000708,0.000513
rule,worn,vib_table,0-8,0.052770,0.020682,-0.032088
rule,worn,vib_table,8-20,0.214616,0.276112,0.061495
rule,worn,vib_table,20-40,0.287798,0.408683,0.120885
rule,worn,vib_table,40-70,0.114899,0.106877,-0.008022
rule,worn,vib_table,70-100,0.317423,0.176782,-0.140641
rule,worn,vib_table,100-125,0.012494,0.010865,-0.001629
rule,worn,vib_spindle,0-8,0.110530,0.389111,0.278582
rule,worn,vib_spindle,8-20,0.229694,0.184004,-0.045690
rule,worn,vib_spindle,20-40,0.225050,0.156587,-0.068464
rule,worn,vib_spindle,40-70,0.220972,0.091544,-0.129429
rule,worn,vib_spindle,70-100,0.147118,0.079993,-0.067125
rule,worn,vib_spindle,100-125,0.066637,0.098762,0.032125
rule,worn,AE_table,0-8,0.105419,0.102507,-0.002912
rule,worn,AE_table,8-20,0.194408,0.254706,0.060297
rule,worn,AE_table,20-40,0.184379,0.215361,0.030982
rule,worn,AE_table,40-70,0.123423,0.155040,0.031617
rule,worn,AE_table,70-100,0.354388,0.226738,-0.127651
rule,worn,AE_table,100-125,0.037983,0.045649,0.007666
rule,worn,AE_spindle,0-8,0.164121,0.110512,-0.053609
rule,worn,AE_spindle,8-20,0.209481,0.196584,-0.012897
rule,worn,AE_spindle,20-40,0.213533,0.232112,0.018579
rule,worn,AE_spindle,40-70,0.117671,0.151568,0.033898
rule,worn,AE_spindle,70-100,0.260681,0.258534,-0.002147
rule,worn,AE_spindle,100-125,0.034514,0.050690,0.016176
rule,severe,smcAC,0-8,0.003696,0.008163,0.004467
rule,severe,smcAC,8-20,0.986361,0.976997,-0.009364
rule,severe,smcAC,20-40,0.002536,0.004433,0.001897
rule,severe,smcAC,40-70,0.002280,0.003331,0.001051
rule,severe,smcAC,70-100,0.002821,0.003774,0.000953
rule,severe,smcAC,100-125,0.002305,0.003302,0.000996
rule,severe,smcDC,0-8,0.909220,0.672094,-0.237126
rule,severe,smcDC,8-20,0.026629,0.080740,0.054111
rule,severe,smcDC,20-40,0.063954,0.242505,0.178551
rule,severe,smcDC,40-70,0.000137,0.002737,0.002600
rule,severe,smcDC,70-100,0.000038,0.001191,0.001153
rule,severe,smcDC,100-125,0.000022,0.000732,0.000711
rule,severe,vib_table,0-8,0.047298,0.018577,-0.028721
rule,severe,vib_table,8-20,0.309386,0.207149,-0.102237
rule,severe,vib_table,20-40,0.216909,0.303965,0.087056
rule,severe,vib_table,40-70,0.125918,0.209091,0.083174
rule,severe,vib_table,70-100,0.287301,0.244119,-0.043181
rule,severe,vib_table,100-125,0.013189,0.017098,0.003910
rule,severe,vib_spindle,0-8,0.210732,0.482662,0.271930
rule,severe,vib_spindle,8-20,0.200274,0.134620,-0.065654
rule,severe,vib_spindle,20-40,0.204689,0.110057,-0.094632
rule,severe,vib_spindle,40-70,0.178395,0.105597,-0.072797
rule,severe,vib_spindle,70-100,0.134462,0.076248,-0.058213
rule,severe,vib_spindle,100-125,0.071450,0.090816,0.019366
rule,severe,AE_table,0-8,0.124164,0.151739,0.027575
rule,severe,AE_table,8-20,0.171550,0.158352,-0.013198
rule,severe,AE_table,20-40,0.145076,0.226894,0.081817
rule,severe,AE_table,40-70,0.101338,0.150387,0.049049
rule,severe,AE_table,70-100,0.426352,0.263231,-0.163121
rule,severe,AE_table,100-125,0.031521,0.049398,0.017877
rule,severe,AE_spindle,0-8,0.234738,0.218109,-0.016629
rule,severe,AE_spindle,8-20,0.150976,0.115077,-0.035899
rule,severe,AE_spindle,20-40,0.150509,0.200187,0.049679
rule,severe,AE_spindle,40-70,0.099786,0.129025,0.029238
rule,severe,AE_spindle,70-100,0.334079,0.292777,-0.041303
rule,severe,AE_spindle,100-125,0.029911,0.044825,0.014914
random_open_loop,sharp,smcAC,0-8,0.010713,0.010488,-0.000225
random_open_loop,sharp,smcAC,8-20,0.972054,0.930391,-0.041663
random_open_loop,sharp,smcAC,20-40,0.007453,0.013070,0.005617
random_open_loop,sharp,smcAC,40-70,0.003466,0.016874,0.013408
random_open_loop,sharp,smcAC,70-100,0.003211,0.017023,0.013813
random_open_loop,sharp,smcAC,100-125,0.003103,0.012153,0.009051
random_open_loop,sharp,smcDC,0-8,0.841144,0.647956,-0.193188
random_open_loop,sharp,smcDC,8-20,0.071300,0.175456,0.104156
random_open_loop,sharp,smcDC,20-40,0.056334,0.131177,0.074843
random_open_loop,sharp,smcDC,40-70,0.025449,0.017715,-0.007734
random_open_loop,sharp,smcDC,70-100,0.005436,0.015976,0.010541
random_open_loop,sharp,smcDC,100-125,0.000338,0.011719,0.011382
random_open_loop,sharp,vib_table,0-8,0.027573,0.011293,-0.016280
random_open_loop,sharp,vib_table,8-20,0.414325,0.390065,-0.024260
random_open_loop,sharp,vib_table,20-40,0.253753,0.302070,0.048318
random_open_loop,sharp,vib_table,40-70,0.128963,0.151695,0.022732
random_open_loop,sharp,vib_table,70-100,0.165860,0.129348,-0.036513
random_open_loop,sharp,vib_table,100-125,0.009526,0.015529,0.006003
random_open_loop,sharp,vib_spindle,0-8,0.106931,0.349792,0.242861
random_open_loop,sharp,vib_spindle,8-20,0.299465,0.185666,-0.113799
random_open_loop,sharp,vib_spindle,20-40,0.143018,0.164531,0.021512
random_open_loop,sharp,vib_spindle,40-70,0.236568,0.129009,-0.107559
random_open_loop,sharp,vib_spindle,70-100,0.156027,0.092123,-0.063904
random_open_loop,sharp,vib_spindle,100-125,0.057991,0.078880,0.020890
random_open_loop,sharp,AE_table,0-8,0.066627,0.049392,-0.017235
random_open_loop,sharp,AE_table,8-20,0.356623,0.391375,0.034752
random_open_loop,sharp,AE_table,20-40,0.223879,0.239565,0.015686
random_open_loop,sharp,AE_table,40-70,0.139254,0.152023,0.012770
random_open_loop,sharp,AE_table,70-100,0.166297,0.117769,-0.048528
random_open_loop,sharp,AE_table,100-125,0.047321,0.049875,0.002555
random_open_loop,sharp,AE_spindle,0-8,0.041541,0.041026,-0.000515
random_open_loop,sharp,AE_spindle,8-20,0.373351,0.333816,-0.039536
random_open_loop,sharp,AE_spindle,20-40,0.325461,0.351270,0.025809
random_open_loop,sharp,AE_spindle,40-70,0.131478,0.143930,0.012452
random_open_loop,sharp,AE_spindle,70-100,0.085430,0.086662,0.001232
random_open_loop,sharp,AE_spindle,100-125,0.042739,0.043296,0.000557
random_open_loop,worn,smcAC,0-8,0.004151,0.006682,0.002531
random_open_loop,worn,smcAC,8-20,0.985060,0.932439,-0.052621
random_open_loop,worn,smcAC,20-40,0.003068,0.012780,0.009712
random_open_loop,worn,smcAC,40-70,0.002552,0.018050,0.015498
random_open_loop,worn,smcAC,70-100,0.002816,0.016606,0.013790
random_open_loop,worn,smcAC,100-125,0.002354,0.013444,0.011089
random_open_loop,worn,smcDC,0-8,0.927060,0.754815,-0.172245
random_open_loop,worn,smcDC,8-20,0.025119,0.103791,0.078672
random_open_loop,worn,smcDC,20-40,0.040522,0.066580,0.026058
random_open_loop,worn,smcDC,40-70,0.006290,0.027695,0.021405
random_open_loop,worn,smcDC,70-100,0.000814,0.025923,0.025109
random_open_loop,worn,smcDC,100-125,0.000195,0.021196,0.021001
random_open_loop,worn,vib_table,0-8,0.052770,0.025124,-0.027646
random_open_loop,worn,vib_table,8-20,0.214616,0.338326,0.123710
random_open_loop,worn,vib_table,20-40,0.287798,0.439955,0.152157
random_open_loop,worn,vib_table,40-70,0.114899,0.099939,-0.014960
random_open_loop,worn,vib_table,70-100,0.317423,0.073070,-0.244353
random_open_loop,worn,vib_table,100-125,0.012494,0.023586,0.011092
random_open_loop,worn,vib_spindle,0-8,0.110530,0.452397,0.341868
random_open_loop,worn,vib_spindle,8-20,0.229694,0.134599,-0.095095
random_open_loop,worn,vib_spindle,20-40,0.225050,0.130862,-0.094188
random_open_loop,worn,vib_spindle,40-70,0.220972,0.110275,-0.110698
random_open_loop,worn,vib_spindle,70-100,0.147118,0.106040,-0.041077
random_open_loop,worn,vib_spindle,100-125,0.066637,0.065827,-0.000810
random_open_loop,worn,AE_table,0-8,0.105419,0.105124,-0.000296
random_open_loop,worn,AE_table,8-20,0.194408,0.256478,0.062069
random_open_loop,worn,AE_table,20-40,0.184379,0.247958,0.063579
random_open_loop,worn,AE_table,40-70,0.123423,0.165222,0.041799
random_open_loop,worn,AE_table,70-100,0.354388,0.164298,-0.190090
random_open_loop,worn,AE_table,100-125,0.037983,0.060921,0.022938
random_open_loop,worn,AE_spindle,0-8,0.164121,0.127817,-0.036304
random_open_loop,worn,AE_spindle,8-20,0.209481,0.250603,0.041122
random_open_loop,worn,AE_spindle,20-40,0.213533,0.259350,0.045817
random_open_loop,worn,AE_spindle,40-70,0.117671,0.151576,0.033905
random_open_loop,worn,AE_spindle,70-100,0.260681,0.161257,-0.099424
random_open_loop,worn,AE_spindle,100-125,0.034514,0.049397,0.014884
random_open_loop,severe,smcAC,0-8,0.003696,0.005747,0.002051
random_open_loop,severe,smcAC,8-20,0.986361,0.935430,-0.050931
random_open_loop,severe,smcAC,20-40,0.002536,0.012257,0.009721
random_open_loop,severe,smcAC,40-70,0.002280,0.016936,0.014655
random_open_loop,severe,smcAC,70-100,0.002821,0.017286,0.014465
random_open_loop,severe,smcAC,100-125,0.002305,0.012343,0.010038
random_open_loop,severe,smcDC,0-8,0.909220,0.737841,-0.171379
random_open_loop,severe,smcDC,8-20,0.026629,0.133988,0.107359
random_open_loop,severe,smcDC,20-40,0.063954,0.055701,-0.008253
random_open_loop,severe,smcDC,40-70,0.000137,0.028178,0.028041
random_open_loop,severe,smcDC,70-100,0.000038,0.024637,0.024599
random_open_loop,severe,smcDC,100-125,0.000022,0.019654,0.019633
random_open_loop,severe,vib_table,0-8,0.047298,0.030008,-0.017290
random_open_loop,severe,vib_table,8-20,0.309386,0.316778,0.007392
random_open_loop,severe,vib_table,20-40,0.216909,0.366158,0.149249
random_open_loop,severe,vib_table,40-70,0.125918,0.132110,0.006192
random_open_loop,severe,vib_table,70-100,0.287301,0.128884,-0.158417
random_open_loop,severe,vib_table,100-125,0.013189,0.026063,0.012874
random_open_loop,severe,vib_spindle,0-8,0.210732,0.502250,0.291518
random_open_loop,severe,vib_spindle,8-20,0.200274,0.123394,-0.076880
random_open_loop,severe,vib_spindle,20-40,0.204689,0.117238,-0.087451
random_open_loop,severe,vib_spindle,40-70,0.178395,0.110925,-0.067469
random_open_loop,severe,vib_spindle,70-100,0.134462,0.075830,-0.058632
random_open_loop,severe,vib_spindle,100-125,0.071450,0.070364,-0.001086
random_open_loop,severe,AE_table,0-8,0.124164,0.075890,-0.048274
random_open_loop,severe,AE_table,8-20,0.171550,0.247986,0.076437
random_open_loop,severe,AE_table,20-40,0.145076,0.210348,0.065271
random_open_loop,severe,AE_table,40-70,0.101338,0.153933,0.052596
random_open_loop,severe,AE_table,70-100,0.426352,0.261981,-0.164371
random_open_loop,severe,AE_table,100-125,0.031521,0.049862,0.018342
random_open_loop,severe,AE_spindle,0-8,0.234738,0.105060,-0.129678
random_open_loop,severe,AE_spindle,8-20,0.150976,0.209523,0.058547
random_open_loop,severe,AE_spindle,20-40,0.150509,0.221453,0.070944
random_open_loop,severe,AE_spindle,40-70,0.099786,0.142781,0.042995
random_open_loop,severe,AE_spindle,70-100,0.334079,0.269819,-0.064261
random_open_loop,severe,AE_spindle,100-125,0.029911,0.051365,0.021453
noise_aug,sharp,smcAC,0-8,0.010713,0.007944,-0.002769
noise_aug,sharp,smcAC,8-20,0.972054,0.975083,0.003028
noise_aug,sharp,smcAC,20-40,0.007453,0.005524,-0.001929
noise_aug,sharp,smcAC,40-70,0.003466,0.003909,0.000443
noise_aug,sharp,smcAC,70-100,0.003211,0.004263,0.001053
noise_aug,sharp,smcAC,100-125,0.003103,0.003277,0.000174
noise_aug,sharp,smcDC,0-8,0.841144,0.572685,-0.268459
noise_aug,sharp,smcDC,8-20,0.071300,0.081238,0.009939
noise_aug,sharp,smcDC,20-40,0.056334,0.105368,0.049034
noise_aug,sharp,smcDC,40-70,0.025449,0.094761,0.069312
noise_aug,sharp,smcDC,70-100,0.005436,0.081768,0.076332
noise_aug,sharp,smcDC,100-125,0.000338,0.064179,0.063841
noise_aug,sharp,vib_table,0-8,0.027573,0.015257,-0.012317
noise_aug,sharp,vib_table,8-20,0.414325,0.466009,0.051684
noise_aug,sharp,vib_table,20-40,0.253753,0.262928,0.009175
noise_aug,sharp,vib_table,40-70,0.128963,0.155035,0.026073
noise_aug,sharp,vib_table,70-100,0.165860,0.089403,-0.076457
noise_aug,sharp,vib_table,100-125,0.009526,0.011367,0.001841
noise_aug,sharp,vib_spindle,0-8,0.106931,0.240817,0.133886
noise_aug,sharp,vib_spindle,8-20,0.299465,0.228892,-0.070573
noise_aug,sharp,vib_spindle,20-40,0.143018,0.168711,0.025692
noise_aug,sharp,vib_spindle,40-70,0.236568,0.191188,-0.045380
noise_aug,sharp,vib_spindle,70-100,0.156027,0.103303,-0.052724
noise_aug,sharp,vib_spindle,100-125,0.057991,0.067089,0.009098
noise_aug,sharp,AE_table,0-8,0.066627,0.040257,-0.026369
noise_aug,sharp,AE_table,8-20,0.356623,0.397013,0.040390
noise_aug,sharp,AE_table,20-40,0.223879,0.214824,-0.009055
noise_aug,sharp,AE_table,40-70,0.139254,0.157108,0.017854
noise_aug,sharp,AE_table,70-100,0.166297,0.135899,-0.030399
noise_aug,sharp,AE_table,100-125,0.047321,0.054899,0.007579
noise_aug,sharp,AE_spindle,0-8,0.041541,0.032212,-0.009329
noise_aug,sharp,AE_spindle,8-20,0.373351,0.383992,0.010641
noise_aug,sharp,AE_spindle,20-40,0.325461,0.336292,0.010831
noise_aug,sharp,AE_spindle,40-70,0.131478,0.138009,0.006531
noise_aug,sharp,AE_spindle,70-100,0.085430,0.067369,-0.018061
noise_aug,sharp,AE_spindle,100-125,0.042739,0.042126,-0.000613
noise_aug,worn,smcAC,0-8,0.004151,0.007291,0.003141
noise_aug,worn,smcAC,8-20,0.985060,0.977897,-0.007163
noise_aug,worn,smcAC,20-40,0.003068,0.005238,0.002170
noise_aug,worn,smcAC,40-70,0.002552,0.002784,0.000233
noise_aug,worn,smcAC,70-100,0.002816,0.003206,0.000390
noise_aug,worn,smcAC,100-125,0.002354,0.003583,0.001229
noise_aug,worn,smcDC,0-8,0.927060,0.757174,-0.169886
noise_aug,worn,smcDC,8-20,0.025119,0.046917,0.021798
noise_aug,worn,smcDC,20-40,0.040522,0.064372,0.023850
noise_aug,worn,smcDC,40-70,0.006290,0.052933,0.046643
noise_aug,worn,smcDC,70-100,0.000814,0.042901,0.042087
noise_aug,worn,smcDC,100-125,0.000195,0.035703,0.035508
noise_aug,worn,vib_table,0-8,0.052770,0.054850,0.002080
noise_aug,worn,vib_table,8-20,0.214616,0.156025,-0.058591
noise_aug,worn,vib_table,20-40,0.287798,0.338437,0.050639
noise_aug,worn,vib_table,40-70,0.114899,0.209464,0.094565
noise_aug,worn,vib_table,70-100,0.317423,0.223604,-0.093819
noise_aug,worn,vib_table,100-125,0.012494,0.017621,0.005127
noise_aug,worn,vib_spindle,0-8,0.110530,0.094366,-0.016163
noise_aug,worn,vib_spindle,8-20,0.229694,0.235890,0.006196
noise_aug,worn,vib_spindle,20-40,0.225050,0.244720,0.019670
noise_aug,worn,vib_spindle,40-70,0.220972,0.224644,0.003672
noise_aug,worn,vib_spindle,70-100,0.147118,0.123127,-0.023991
noise_aug,worn,vib_spindle,100-125,0.066637,0.077253,0.010616
noise_aug,worn,AE_table,0-8,0.105419,0.094997,-0.010423
noise_aug,worn,AE_table,8-20,0.194408,0.307629,0.113221
noise_aug,worn,AE_table,20-40,0.184379,0.229235,0.044856
noise_aug,worn,AE_table,40-70,0.123423,0.138670,0.015248
noise_aug,worn,AE_table,70-100,0.354388,0.192208,-0.162181
noise_aug,worn,AE_table,100-125,0.037983,0.037262,-0.000721
noise_aug,worn,AE_spindle,0-8,0.164121,0.160892,-0.003229
noise_aug,worn,AE_spindle,8-20,0.209481,0.328924,0.119443
noise_aug,worn,AE_spindle,20-40,0.213533,0.235112,0.021579
noise_aug,worn,AE_spindle,40-70,0.117671,0.100370,-0.017301
noise_aug,worn,AE_spindle,70-100,0.260681,0.143378,-0.117303
noise_aug,worn,AE_spindle,100-125,0.034514,0.031325,-0.003189
noise_aug,severe,smcAC,0-8,0.003696,0.003324,-0.000373
noise_aug,severe,smcAC,8-20,0.986361,0.986894,0.000533
noise_aug,severe,smcAC,20-40,0.002536,0.002121,-0.000416
noise_aug,severe,smcAC,40-70,0.002280,0.002259,-0.000021
noise_aug,severe,smcAC,70-100,0.002821,0.003109,0.000288
noise_aug,severe,smcAC,100-125,0.002305,0.002295,-0.000011
noise_aug,severe,smcDC,0-8,0.909220,0.785812,-0.123409
noise_aug,severe,smcDC,8-20,0.026629,0.026697,0.000068
noise_aug,severe,smcDC,20-40,0.063954,0.058205,-0.005749
noise_aug,severe,smcDC,40-70,0.000137,0.046372,0.046235
noise_aug,severe,smcDC,70-100,0.000038,0.046832,0.046794
noise_aug,severe,smcDC,100-125,0.000022,0.036082,0.036061
noise_aug,severe,vib_table,0-8,0.047298,0.016300,-0.030998
noise_aug,severe,vib_table,8-20,0.309386,0.376612,0.067226
noise_aug,severe,vib_table,20-40,0.216909,0.181763,-0.035146
noise_aug,severe,vib_table,40-70,0.125918,0.098463,-0.027455
noise_aug,severe,vib_table,70-100,0.287301,0.312182,0.024881
noise_aug,severe,vib_table,100-125,0.013189,0.014680,0.001492
noise_aug,severe,vib_spindle,0-8,0.210732,0.269430,0.058698
noise_aug,severe,vib_spindle,8-20,0.200274,0.180006,-0.020268
noise_aug,severe,vib_spindle,20-40,0.204689,0.182579,-0.022110
noise_aug,severe,vib_spindle,40-70,0.178395,0.153859,-0.024536
noise_aug,severe,vib_spindle,70-100,0.134462,0.120913,-0.013548
noise_aug,severe,vib_spindle,100-125,0.071450,0.093214,0.021764
noise_aug,severe,AE_table,0-8,0.124164,0.122254,-0.001910
