method,class,channel,band,real_frac,method_frac,delta
llm,sharp,AE_spindle,8-20,0.373351,0.394037,0.020685
llm,sharp,AE_spindle,20-40,0.325461,0.379248,0.053787
llm,sharp,AE_spindle,40-70,0.131478,0.097079,-0.034399
llm,sharp,AE_spindle,70-100,0.085430,0.063429,-0.022001
llm,sharp,AE_spindle,100-125,0.042739,0.040040,-0.002699
llm,worn,smcAC,0-8,0.004151,0.017613,0.013463
llm,worn,smcAC,8-20,0.985060,0.959864,-0.025196
llm,worn,smcAC,20-40,0.003068,0.013407,0.010339
llm,worn,smcAC,40-70,0.002552,0.003171,0.000619
llm,worn,smcAC,70-100,0.002816,0.002649,-0.000167
llm,worn,smcAC,100-125,0.002354,0.003297,0.000942
llm,worn,smcDC,0-8,0.927060,0.391358,-0.535702
llm,worn,smcDC,8-20,0.025119,0.378430,0.353312
llm,worn,smcDC,20-40,0.040522,0.224152,0.183630
llm,worn,smcDC,40-70,0.006290,0.003657,-0.002633
llm,worn,smcDC,70-100,0.000814,0.001466,0.000652
llm,worn,smcDC,100-125,0.000195,0.000937,0.000742
llm,worn,vib_table,0-8,0.052770,0.010890,-0.041880
llm,worn,vib_table,8-20,0.214616,0.159123,-0.055493
llm,worn,vib_table,20-40,0.287798,0.394736,0.106938
llm,worn,vib_table,40-70,0.114899,0.145923,0.031024
llm,worn,vib_table,70-100,0.317423,0.274438,-0.042985
llm,worn,vib_table,100-125,0.012494,0.014890,0.002396
llm,worn,vib_spindle,0-8,0.110530,0.373998,0.263468
llm,worn,vib_spindle,8-20,0.229694,0.180089,-0.049605
llm,worn,vib_spindle,20-40,0.225050,0.185843,-0.039207
llm,worn,vib_spindle,40-70,0.220972,0.097181,-0.123791
llm,worn,vib_spindle,70-100,0.147118,0.068121,-0.078996
llm,worn,vib_spindle,100-125,0.066637,0.094769,0.028132
llm,worn,AE_table,0-8,0.105419,0.045505,-0.059915
llm,worn,AE_table,8-20,0.194408,0.335902,0.141494
llm,worn,AE_table,20-40,0.184379,0.280372,0.095993
llm,worn,AE_table,40-70,0.123423,0.098955,-0.024468
llm,worn,AE_table,70-100,0.354388,0.210471,-0.143917
llm,worn,AE_table,100-125,0.037983,0.028795,-0.009188
llm,worn,AE_spindle,0-8,0.164121,0.062941,-0.101180
llm,worn,AE_spindle,8-20,0.209481,0.557558,0.348077
llm,worn,AE_spindle,20-40,0.213533,0.124299,-0.089234
llm,worn,AE_spindle,40-70,0.117671,0.088665,-0.029006
llm,worn,AE_spindle,70-100,0.260681,0.143461,-0.117220
llm,worn,AE_spindle,100-125,0.034514,0.023076,-0.011438
llm,severe,smcAC,0-8,0.003696,0.011248,0.007552
llm,severe,smcAC,8-20,0.986361,0.966336,-0.020025
llm,severe,smcAC,20-40,0.002536,0.008794,0.006258
llm,severe,smcAC,40-70,0.002280,0.004763,0.002483
llm,severe,smcAC,70-100,0.002821,0.004878,0.002057
llm,severe,smcAC,100-125,0.002305,0.003981,0.001675
llm,severe,smcDC,0-8,0.909220,0.662915,-0.246306
llm,severe,smcDC,8-20,0.026629,0.096683,0.070054
llm,severe,smcDC,20-40,0.063954,0.237181,0.173228
llm,severe,smcDC,40-70,0.000137,0.001856,0.001719
llm,severe,smcDC,70-100,0.000038,0.000809,0.000771
llm,severe,smcDC,100-125,0.000022,0.000556,0.000534
llm,severe,vib_table,0-8,0.047298,0.013879,-0.033419
llm,severe,vib_table,8-20,0.309386,0.290877,-0.018509
llm,severe,vib_table,20-40,0.216909,0.313538,0.096629
llm,severe,vib_table,40-70,0.125918,0.114254,-0.011663
llm,severe,vib_table,70-100,0.287301,0.257527,-0.029774
llm,severe,vib_table,100-125,0.013189,0.009925,-0.003264
llm,severe,vib_spindle,0-8,0.210732,0.471009,0.260277
llm,severe,vib_spindle,8-20,0.200274,0.151338,-0.048935
llm,severe,vib_spindle,20-40,0.204689,0.121675,-0.083014
llm,severe,vib_spindle,40-70,0.178395,0.096936,-0.081459
llm,severe,vib_spindle,70-100,0.134462,0.067459,-0.067002
llm,severe,vib_spindle,100-125,0.071450,0.091584,0.020134
llm,severe,AE_table,0-8,0.124164,0.143168,0.019004
llm,severe,AE_table,8-20,0.171550,0.211424,0.039874
llm,severe,AE_table,20-40,0.145076,0.182972,0.037896
llm,severe,AE_table,40-70,0.101338,0.158093,0.056755
llm,severe,AE_table,70-100,0.426352,0.250005,-0.176347
llm,severe,AE_table,100-125,0.031521,0.054338,0.022818
llm,severe,AE_spindle,0-8,0.234738,0.146225,-0.088514
llm,severe,AE_spindle,8-20,0.150976,0.117928,-0.033049
llm,severe,AE_spindle,20-40,0.150509,0.215003,0.064495
llm,severe,AE_spindle,40-70,0.099786,0.124374,0.024588
llm,severe,AE_spindle,70-100,0.334079,0.342741,0.008661
llm,severe,AE_spindle,100-125,0.029911,0.053729,0.023818
rule,sharp,smcAC,0-8,0.010713,0.009424,-0.001289
rule,sharp,smcAC,8-20,0.972054,0.972669,0.000614
rule,sharp,smcAC,20-40,0.007453,0.006450,-0.001003
rule,sharp,smcAC,40-70,0.003466,0.003826,0.000360
rule,sharp,smcAC,70-100,0.003211,0.003497,0.000286
rule,sharp,smcAC,100-125,0.003103,0.004134,0.001031
rule,sharp,smcDC,0-8,0.841144,0.814228,-0.026916
rule,sharp,smcDC,8-20,0.071300,0.081887,0.010587
rule,sharp,smcDC,20-40,0.056334,0.100213,0.043879
rule,sharp,smcDC,40-70,0.025449,0.002072,-0.023377
rule,sharp,smcDC,70-100,0.005436,0.000991,-0.004445
rule,sharp,smcDC,100-125,0.000338,0.000609,0.000271
rule,sharp,vib_table,0-8,0.027573,0.007093,-0.020480
rule,sharp,vib_table,8-20,0.414325,0.158830,-0.255495
rule,sharp,vib_table,20-40,0.253753,0.550278,0.296526
rule,sharp,vib_table,40-70,0.128963,0.188341,0.059378
rule,sharp,vib_table,70-100,0.165860,0.084449,-0.081412
rule,sharp,vib_table,100-125,0.009526,0.011010,0.001484
rule,sharp,vib_spindle,0-8,0.106931,0.370943,0.264012
rule,sharp,vib_spindle,8-20,0.299465,0.114125,-0.185340
rule,sharp,vib_spindle,20-40,0.143018,0.229235,0.086216
rule,sharp,vib_spindle,40-70,0.236568,0.127305,-0.109262
rule,sharp,vib_spindle,70-100,0.156027,0.074984,-0.081043
rule,sharp,vib_spindle,100-125,0.057991,0.083407,0.025416
rule,sharp,AE_table,0-8,0.066627,0.041844,-0.024783
rule,sharp,AE_table,8-20,0.356623,0.308592,-0.048032
rule,sharp,AE_table,20-40,0.223879,0.282455,0.058577
rule,sharp,AE_table,40-70,0.139254,0.184835,0.045582
rule,sharp,AE_table,70-100,0.166297,0.095725,-0.070573
rule,sharp,AE_table,100-125,0.047321,0.086549,0.039229
rule,sharp,AE_spindle,0-8,0.041541,0.035306,-0.006235
rule,sharp,AE_spindle,8-20,0.373351,0.252771,-0.120581
rule,sharp,AE_spindle,20-40,0.325461,0.442888,0.117427
rule,sharp,AE_spindle,40-70,0.131478,0.167908,0.036431
rule,sharp,AE_spindle,70-100,0.085430,0.051584,-0.033846
rule,sharp,AE_spindle,100-125,0.042739,0.049543,0.006804
rule,worn,smcAC,0-8,0.004151,0.013142,0.008991
rule,worn,smcAC,8-20,0.985060,0.969430,-0.015630
rule,worn,smcAC,20-40,0.003068,0.007589,0.004521
rule,worn,smcAC,40-70,0.002552,0.003076,0.000525
rule,worn,smcAC,70-100,0.002816,0.003264,0.000448
rule,worn,smcAC,100-125,0.002354,0.003499,0.001145
rule,worn,smcDC,0-8,0.927060,0.616341,-0.310719
rule,worn,smcDC,8-20,0.025119,0.166238,0.141119
rule,worn,smcDC,20-40,0.040522,0.214658,0.174136
rule,worn,smcDC,40-70,0.006290,0.001598,-0.004692
rule,worn,smcDC,70-100,0.000814,0.000713,-0.000101
rule,worn,smcDC,100-125,0.000195,0.000452,0.000257
rule,worn,vib_table,0-8,0.052770,0.015650,-0.037120
rule,worn,vib_table,8-20,0.214616,0.256432,0.041815
rule,worn,vib_table,20-40,0.287798,0.446326,0.158528
rule,worn,vib_table,40-70,0.114899,0.104112,-0.010787
rule,worn,vib_table,70-100,0.317423,0.165479,-0.151944
rule,worn,vib_table,100-125,0.012494,0.012001,-0.000493
rule,worn,vib_spindle,0-8,0.110530,0.399909,0.289379
rule,worn,vib_spindle,8-20,0.229694,0.186515,-0.043179
rule,worn,vib_spindle,20-40,0.225050,0.142089,-0.082961
rule,worn,vib_spindle,40-70,0.220972,0.095481,-0.125491
rule,worn,vib_spindle,70-100,0.147118,0.077111,-0.070006
rule,worn,vib_spindle,100-125,0.066637,0.098894,0.032258
rule,worn,AE_table,0-8,0.105419,0.090194,-0.015225
rule,worn,AE_table,8-20,0.194408,0.262574,0.068165
rule,worn,AE_table,20-40,0.184379,0.214334,0.029955
rule,worn,AE_table,40-70,0.123423,0.153294,0.029872
rule,worn,AE_table,70-100,0.354388,0.234288,-0.120100
rule,worn,AE_table,100-125,0.037983,0.045316,0.007333
rule,worn,AE_spindle,0-8,0.164121,0.126857,-0.037264
rule,worn,AE_spindle,8-20,0.209481,0.229899,0.020418
rule,worn,AE_spindle,20-40,0.213533,0.225067,0.011534
rule,worn,AE_spindle,40-70,0.117671,0.134350,0.016679
rule,worn,AE_spindle,70-100,0.260681,0.233035,-0.027646
rule,worn,AE_spindle,100-125,0.034514,0.050791,0.016278
rule,severe,smcAC,0-8,0.003696,0.007953,0.004257
rule,severe,smcAC,8-20,0.986361,0.977810,-0.008551
rule,severe,smcAC,20-40,0.002536,0.004557,0.002021
rule,severe,smcAC,40-70,0.002280,0.003226,0.000945
rule,severe,smcAC,70-100,0.002821,0.003379,0.000558
rule,severe,smcAC,100-125,0.002305,0.003076,0.000770
rule,severe,smcDC,0-8,0.909220,0.621272,-0.287949
rule,severe,smcDC,8-20,0.026629,0.098087,0.071458
rule,severe,smcDC,20-40,0.063954,0.276740,0.212786
rule,severe,smcDC,40-70,0.000137,0.002280,0.002143
rule,severe,smcDC,70-100,0.000038,0.000999,0.000961
rule,severe,smcDC,100-125,0.000022,0.000623,0.000601
rule,severe,vib_table,0-8,0.047298,0.016911,-0.030387
rule,severe,vib_table,8-20,0.309386,0.210096,-0.099290
rule,severe,vib_table,20-40,0.216909,0.308400,0.091491
rule,severe,vib_table,40-70,0.125918,0.222519,0.096602
rule,severe,vib_table,70-100,0.287301,0.223985,-0.063316
rule,severe,vib_table,100-125,0.013189,0.018090,0.004901
rule,severe,vib_spindle,0-8,0.210732,0.529914,0.319182
rule,severe,vib_spindle,8-20,0.200274,0.106732,-0.093542
rule,severe,vib_spindle,20-40,0.204689,0.103925,-0.100764
rule,severe,vib_spindle,40-70,0.178395,0.097412,-0.080983
rule,severe,vib_spindle,70-100,0.134462,0.069894,-0.064568
rule,severe,vib_spindle,100-125,0.071450,0.092124,0.020674
rule,severe,AE_table,0-8,0.124164,0.138087,0.013923
rule,severe,AE_table,8-20,0.171550,0.190343,0.018793
rule,severe,AE_table,20-40,0.145076,0.191050,0.045974
rule,severe,AE_table,40-70,0.101338,0.148250,0.046913
rule,severe,AE_table,70-100,0.426352,0.275796,-0.150556
rule,severe,AE_table,100-125,0.031521,0.056474,0.024953
rule,severe,AE_spindle,0-8,0.234738,0.246298,0.011560
rule,severe,AE_spindle,8-20,0.150976,0.123404,-0.027572
rule,severe,AE_spindle,20-40,0.150509,0.204639,0.054131
rule,severe,AE_spindle,40-70,0.099786,0.125982,0.026196
rule,severe,AE_spindle,70-100,0.334079,0.256587,-0.077493
rule,severe,AE_spindle,100-125,0.029911,0.043089,0.013178
random_open_loop,sharp,smcAC,0-8,0.010713,0.010060,-0.000653
random_open_loop,sharp,smcAC,8-20,0.972054,0.925815,-0.046239
random_open_loop,sharp,smcAC,20-40,0.007453,0.015088,0.007635
random_open_loop,sharp,smcAC,40-70,0.003466,0.017492,0.014026
random_open_loop,sharp,smcAC,70-100,0.003211,0.018453,0.015242
random_open_loop,sharp,smcAC,100-125,0.003103,0.013091,0.009988
random_open_loop,sharp,smcDC,0-8,0.841144,0.636461,-0.204683
random_open_loop,sharp,smcDC,8-20,0.071300,0.189322,0.118022
random_open_loop,sharp,smcDC,20-40,0.056334,0.130324,0.073990
random_open_loop,sharp,smcDC,40-70,0.025449,0.016800,-0.008649
random_open_loop,sharp,smcDC,70-100,0.005436,0.016283,0.010848
random_open_loop,sharp,smcDC,100-125,0.000338,0.010809,0.010472
random_open_loop,sharp,vib_table,0-8,0.027573,0.011244,-0.016329
random_open_loop,sharp,vib_table,8-20,0.414325,0.349565,-0.064759
random_open_loop,sharp,vib_table,20-40,0.253753,0.349285,0.095533
random_open_loop,sharp,vib_table,40-70,0.128963,0.124561,-0.004401
random_open_loop,sharp,vib_table,70-100,0.165860,0.146981,-0.018879
random_open_loop,sharp,vib_table,100-125,0.009526,0.018363,0.008837
random_open_loop,sharp,vib_spindle,0-8,0.106931,0.339019,0.232088
random_open_loop,sharp,vib_spindle,8-20,0.299465,0.197777,-0.101688
random_open_loop,sharp,vib_spindle,20-40,0.143018,0.168415,0.025397
random_open_loop,sharp,vib_spindle,40-70,0.236568,0.134635,-0.101933
random_open_loop,sharp,vib_spindle,70-100,0.156027,0.081364,-0.074663
random_open_loop,sharp,vib_spindle,100-125,0.057991,0.078791,0.020800
random_open_loop,sharp,AE_table,0-8,0.066627,0.045895,-0.020732
random_open_loop,sharp,AE_table,8-20,0.356623,0.428620,0.071997
random_open_loop,sharp,AE_table,20-40,0.223879,0.224209,0.000331
random_open_loop,sharp,AE_table,40-70,0.139254,0.140898,0.001644
random_open_loop,sharp,AE_table,70-100,0.166297,0.112434,-0.053863
random_open_loop,sharp,AE_table,100-125,0.047321,0.047944,0.000624
random_open_loop,sharp,AE_spindle,0-8,0.041541,0.040041,-0.001500
random_open_loop,sharp,AE_spindle,8-20,0.373351,0.450988,0.077637
random_open_loop,sharp,AE_spindle,20-40,0.325461,0.274742,-0.050719
random_open_loop,sharp,AE_spindle,40-70,0.131478,0.116541,-0.014937
random_open_loop,sharp,AE_spindle,70-100,0.085430,0.079441,-0.005989
random_open_loop,sharp,AE_spindle,100-125,0.042739,0.038248,-0.004491
random_open_loop,worn,smcAC,0-8,0.004151,0.005838,0.001688
random_open_loop,worn,smcAC,8-20,0.985060,0.934015,-0.051045
random_open_loop,worn,smcAC,20-40,0.003068,0.012594,0.009527
random_open_loop,worn,smcAC,40-70,0.002552,0.017153,0.014601
random_open_loop,worn,smcAC,70-100,0.002816,0.016984,0.014168
random_open_loop,worn,smcAC,100-125,0.002354,0.013417,0.011063
random_open_loop,worn,smcDC,0-8,0.927060,0.731606,-0.195454
random_open_loop,worn,smcDC,8-20,0.025119,0.118362,0.093243
random_open_loop,worn,smcDC,20-40,0.040522,0.072021,0.031499
random_open_loop,worn,smcDC,40-70,0.006290,0.028109,0.021819
random_open_loop,worn,smcDC,70-100,0.000814,0.027268,0.026454
random_open_loop,worn,smcDC,100-125,0.000195,0.022634,0.022439
random_open_loop,worn,vib_table,0-8,0.052770,0.025803,-0.026966
random_open_loop,worn,vib_table,8-20,0.214616,0.331692,0.117075
random_open_loop,worn,vib_table,20-40,0.287798,0.457263,0.169465
random_open_loop,worn,vib_table,40-70,0.114899,0.087879,-0.027020
random_open_loop,worn,vib_table,70-100,0.317423,0.075396,-0.242027
random_open_loop,worn,vib_table,100-125,0.012494,0.021968,0.009474
random_open_loop,worn,vib_spindle,0-8,0.110530,0.457816,0.347286
random_open_loop,worn,vib_spindle,8-20,0.229694,0.129319,-0.100374
random_open_loop,worn,vib_spindle,20-40,0.225050,0.125387,-0.099663
random_open_loop,worn,vib_spindle,40-70,0.220972,0.111899,-0.109073
random_open_loop,worn,vib_spindle,70-100,0.147118,0.108834,-0.038283
random_open_loop,worn,vib_spindle,100-125,0.066637,0.066744,0.000107
random_open_loop,worn,AE_table,0-8,0.105419,0.116078,0.010659
random_open_loop,worn,AE_table,8-20,0.194408,0.269730,0.075322
random_open_loop,worn,AE_table,20-40,0.184379,0.241544,0.057166
random_open_loop,worn,AE_table,40-70,0.123423,0.160474,0.037052
random_open_loop,worn,AE_table,70-100,0.354388,0.150979,-0.203409
random_open_loop,worn,AE_table,100-125,0.037983,0.061194,0.023211
random_open_loop,worn,AE_spindle,0-8,0.164121,0.120864,-0.043257
random_open_loop,worn,AE_spindle,8-20,0.209481,0.269902,0.060421
random_open_loop,worn,AE_spindle,20-40,0.213533,0.252778,0.039246
random_open_loop,worn,AE_spindle,40-70,0.117671,0.140678,0.023008
random_open_loop,worn,AE_spindle,70-100,0.260681,0.162771,-0.097910
random_open_loop,worn,AE_spindle,100-125,0.034514,0.053007,0.018493
random_open_loop,severe,smcAC,0-8,0.003696,0.006622,0.002925
random_open_loop,severe,smcAC,8-20,0.986361,0.936178,-0.050183
random_open_loop,severe,smcAC,20-40,0.002536,0.011095,0.008559
random_open_loop,severe,smcAC,40-70,0.002280,0.016781,0.014500
random_open_loop,severe,smcAC,70-100,0.002821,0.017779,0.014957
random_open_loop,severe,smcAC,100-125,0.002305,0.011547,0.009241
random_open_loop,severe,smcDC,0-8,0.909220,0.767410,-0.141811
random_open_loop,severe,smcDC,8-20,0.026629,0.117265,0.090636
random_open_loop,severe,smcDC,20-40,0.063954,0.048608,-0.015345
random_open_loop,severe,smcDC,40-70,0.000137,0.025312,0.025175
random_open_loop,severe,smcDC,70-100,0.000038,0.022936,0.022897
random_open_loop,severe,smcDC,100-125,0.000022,0.018470,0.018448
random_open_loop,severe,vib_table,0-8,0.047298,0.029130,-0.018168
random_open_loop,severe,vib_table,8-20,0.309386,0.291136,-0.018250
random_open_loop,severe,vib_table,20-40,0.216909,0.373601,0.156692
random_open_loop,severe,vib_table,40-70,0.125918,0.144554,0.018636
random_open_loop,severe,vib_table,70-100,0.287301,0.132209,-0.155091
random_open_loop,severe,vib_table,100-125,0.013189,0.029369,0.016181
random_open_loop,severe,vib_spindle,0-8,0.210732,0.484091,0.273360
random_open_loop,severe,vib_spindle,8-20,0.200274,0.124765,-0.075509
random_open_loop,severe,vib_spindle,20-40,0.204689,0.120547,-0.084142
random_open_loop,severe,vib_spindle,40-70,0.178395,0.119072,-0.059323
random_open_loop,severe,vib_spindle,70-100,0.134462,0.075239,-0.059223
random_open_loop,severe,vib_spindle,100-125,0.071450,0.076286,0.004837
random_open_loop,severe,AE_table,0-8,0.124164,0.075590,-0.048574
random_open_loop,severe,AE_table,8-20,0.171550,0.265352,0.093802
random_open_loop,severe,AE_table,20-40,0.145076,0.205672,0.060595
random_open_loop,severe,AE_table,40-70,0.101338,0.152453,0.051115
random_open_loop,severe,AE_table,70-100,0.426352,0.248719,-0.177633
random_open_loop,severe,AE_table,100-125,0.031521,0.052214,0.020694
random_open_loop,severe,AE_spindle,0-8,0.234738,0.113495,-0.121243
random_open_loop,severe,AE_spindle,8-20,0.150976,0.196518,0.045541
random_open_loop,severe,AE_spindle,20-40,0.150509,0.217147,0.066638
random_open_loop,severe,AE_spindle,40-70,0.099786,0.152457,0.052671
random_open_loop,severe,AE_spindle,70-100,0.334079,0.266677,-0.067402
random_open_loop,severe,AE_spindle,100-125,0.029911,0.053706,0.023795
noise_aug,sharp,smcAC,0-8,0.010713,0.007300,-0.003413
noise_aug,sharp,smcAC,8-20,0.972054,0.975666,0.003611
noise_aug,sharp,smcAC,20-40,0.007453,0.005078,-0.002375
noise_aug,sharp,smcAC,40-70,0.003466,0.004279,0.000813
noise_aug,sharp,smcAC,70-100,0.003211,0.004583,0.001373
noise_aug,sharp,smcAC,100-125,0.003103,0.003094,-0.000009
noise_aug,sharp,smcDC,0-8,0.841144,0.528774,-0.312369
noise_aug,sharp,smcDC,8-20,0.071300,0.084563,0.013263
noise_aug,sharp,smcDC,20-40,0.056334,0.104469,0.048135
noise_aug,sharp,smcDC,40-70,0.025449,0.121400,0.095951
noise_aug,sharp,smcDC,70-100,0.005436,0.087803,0.082367
noise_aug,sharp,smcDC,100-125,0.000338,0.072991,0.072653
noise_aug,sharp,vib_table,0-8,0.027573,0.007277,-0.020296
noise_aug,sharp,vib_table,8-20,0.414325,0.280109,-0.134215
noise_aug,sharp,vib_table,20-40,0.253753,0.423041,0.169288
noise_aug,sharp,vib_table,40-70,0.128963,0.193016,0.064053
noise_aug,sharp,vib_table,70-100,0.165860,0.087792,-0.078068
noise_aug,sharp,vib_table,100-125,0.009526,0.008764,-0.000762
noise_aug,sharp,vib_spindle,0-8,0.106931,0.160415,0.053484
noise_aug,sharp,vib_spindle,8-20,0.299465,0.238220,-0.061245
noise_aug,sharp,vib_spindle,20-40,0.143018,0.225709,0.082690
noise_aug,sharp,vib_spindle,40-70,0.236568,0.208760,-0.027808
noise_aug,sharp,vib_spindle,70-100,0.156027,0.101785,-0.054242
noise_aug,sharp,vib_spindle,100-125,0.057991,0.065112,0.007122
noise_aug,sharp,AE_table,0-8,0.066627,0.046384,-0.020243
noise_aug,sharp,AE_table,8-20,0.356623,0.329564,-0.027059
noise_aug,sharp,AE_table,20-40,0.223879,0.260664,0.036785
noise_aug,sharp,AE_table,40-70,0.139254,0.155314,0.016060
noise_aug,sharp,AE_table,70-100,0.166297,0.147692,-0.018605
noise_aug,sharp,AE_table,100-125,0.047321,0.060382,0.013062
noise_aug,sharp,AE_spindle,0-8,0.041541,0.039665,-0.001876
noise_aug,sharp,AE_spindle,8-20,0.373351,0.314041,-0.059311
noise_aug,sharp,AE_spindle,20-40,0.325461,0.377256,0.051795
noise_aug,sharp,AE_spindle,40-70,0.131478,0.142464,0.010987
noise_aug,sharp,AE_spindle,70-100,0.085430,0.075903,-0.009527
noise_aug,sharp,AE_spindle,100-125,0.042739,0.050671,0.007932
noise_aug,worn,smcAC,0-8,0.004151,0.002611,-0.001539
noise_aug,worn,smcAC,8-20,0.985060,0.986994,0.001934
noise_aug,worn,smcAC,20-40,0.003068,0.002400,-0.000668
noise_aug,worn,smcAC,40-70,0.002552,0.002798,0.000247
noise_aug,worn,smcAC,70-100,0.002816,0.003038,0.000222
noise_aug,worn,smcAC,100-125,0.002354,0.002158,-0.000196
noise_aug,worn,smcDC,0-8,0.927060,0.791703,-0.135357
noise_aug,worn,smcDC,8-20,0.025119,0.023863,-0.001256
noise_aug,worn,smcDC,20-40,0.040522,0.061013,0.020491
noise_aug,worn,smcDC,40-70,0.006290,0.043730,0.037440
noise_aug,worn,smcDC,70-100,0.000814,0.045154,0.044340
noise_aug,worn,smcDC,100-125,0.000195,0.034537,0.034342
noise_aug,worn,vib_table,0-8,0.052770,0.041739,-0.011030
noise_aug,worn,vib_table,8-20,0.214616,0.176307,-0.038309
noise_aug,worn,vib_table,20-40,0.287798,0.343930,0.056132
noise_aug,worn,vib_table,40-70,0.114899,0.077609,-0.037290
noise_aug,worn,vib_table,70-100,0.317423,0.345754,0.028331
noise_aug,worn,vib_table,100-125,0.012494,0.014660,0.002166
noise_aug,worn,vib_spindle,0-8,0.110530,0.226478,0.115948
noise_aug,worn,vib_spindle,8-20,0.229694,0.116157,-0.113537
noise_aug,worn,vib_spindle,20-40,0.225050,0.292803,0.067753
noise_aug,worn,vib_spindle,40-70,0.220972,0.131637,-0.089335
noise_aug,worn,vib_spindle,70-100,0.147118,0.179849,0.032732
noise_aug,worn,vib_spindle,100-125,0.066637,0.053075,-0.013561
noise_aug,worn,AE_table,0-8,0.105419,0.123231,0.017812
noise_aug,worn,AE_table,8-20,0.194408,0.144546,-0.049863
noise_aug,worn,AE_table,20-40,0.184379,0.158575,-0.025804
noise_aug,worn,AE_table,40-70,0.123423,0.132947,0.009525
noise_aug,worn,AE_table,70-100,0.354388,0.400441,0.046053
noise_aug,worn,AE_table,100-125,0.037983,0.040260,0.002277
noise_aug,worn,AE_spindle,0-8,0.164121,0.154541,-0.009580
noise_aug,worn,AE_spindle,8-20,0.209481,0.171888,-0.037593
noise_aug,worn,AE_spindle,20-40,0.213533,0.243820,0.030287
noise_aug,worn,AE_spindle,40-70,0.117671,0.106699,-0.010971
noise_aug,worn,AE_spindle,70-100,0.260681,0.279627,0.018946
noise_aug,worn,AE_spindle,100-125,0.034514,0.043425,0.008911
noise_aug,severe,smcAC,0-8,0.003696,0.004628,0.000932
noise_aug,severe,smcAC,8-20,0.986361,0.983537,-0.002823
noise_aug,severe,smcAC,20-40,0.002536,0.002849,0.000313
noise_aug,severe,smcAC,40-70,0.002280,0.002890,0.000609
noise_aug,severe,smcAC,70-100,0.002821,0.003419,0.000598
noise_aug,severe,smcAC,100-125,0.002305,0.002677,0.000371
noise_aug,severe,smcDC,0-8,0.909220,0.675941,-0.233280
noise_aug,severe,smcDC,8-20,0.026629,0.050837,0.024208
noise_aug,severe,smcDC,20-40,0.063954,0.094701,0.030747
noise_aug,severe,smcDC,40-70,0.000137,0.064565,0.064428
noise_aug,severe,smcDC,70-100,0.000038,0.062856,0.062817
noise_aug,severe,smcDC,100-125,0.000022,0.051101,0.051080
noise_aug,severe,vib_table,0-8,0.047298,0.037882,-0.009416
noise_aug,severe,vib_table,8-20,0.309386,0.344277,0.034891
noise_aug,severe,vib_table,20-40,0.216909,0.275465,0.058556
noise_aug,severe,vib_table,40-70,0.125918,0.096316,-0.029602
noise_aug,severe,vib_table,70-100,0.287301,0.237169,-0.050132
noise_aug,severe,vib_table,100-125,0.013189,0.008891,-0.004298
noise_aug,severe,vib_spindle,0-8,0.210732,0.099811,-0.110921
noise_aug,severe,vib_spindle,8-20,0.200274,0.210509,0.010235
noise_aug,severe,vib_spindle,20-40,0.204689,0.259596,0.054907
noise_aug,severe,vib_spindle,40-70,0.178395,0.238635,0.060241
noise_aug,severe,vib_spindle,70-100,0.134462,0.113403,-0.021059
noise_aug,severe,vib_spindle,100-125,0.071450,0.078046,0.006596
noise_aug,severe,AE_table,0-8,0.124164,0.138304,0.014140
